t  par1   acc
1329100 0.469845 0.149
1329200 0.469845 0.125
1329300 0.469845 0.117
1329400 0.469845 0.142
1329500 0.469845 0.163
1329600 0.469845 0.134
1329700 0.469845 0.141
1329800 0.469845 0.134
1329900 0.469845 0.151
1330000 0.469845 0.181
1330100 0.469845 0.14
1330200 0.469845 0.124
1330300 0.469845 0.145
1330400 0.469845 0.133
1330500 0.469845 0.134
1330600 0.469845 0.141
1330700 0.469845 0.147
1330800 0.469845 0.171
1330900 0.469845 0.127
1331000 0.469845 0.143
1331100 0.469845 0.156
1331200 0.469845 0.135
1331300 0.469845 0.144
1331400 0.469845 0.136
1331500 0.469845 0.144
1331600 0.469845 0.147
1331700 0.469845 0.128
1331800 0.469845 0.155
1331900 0.469845 0.152
1332000 0.469845 0.159
1332100 0.469845 0.141
1332200 0.469845 0.146
1332300 0.469845 0.146
1332400 0.469845 0.136
1332500 0.469845 0.149
1332600 0.469845 0.152
1332700 0.469845 0.153
1332800 0.469845 0.142
1332900 0.469845 0.157
1333000 0.469845 0.125
1333100 0.469845 0.144
1333200 0.469845 0.136
1333300 0.469845 0.129
1333400 0.469845 0.137
1333500 0.469845 0.159
1333600 0.469845 0.131
1333700 0.469845 0.115
1333800 0.469845 0.148
1333900 0.469845 0.149
1334000 0.469845 0.136
1334100 0.469845 0.141
1334200 0.469845 0.146
1334300 0.469845 0.15
1334400 0.469845 0.142
1334500 0.469845 0.127
1334600 0.469845 0.143
1334700 0.469845 0.138
1334800 0.469845 0.126
1334900 0.469845 0.136
1335000 0.469845 0.136
1335100 0.469845 0.137
1335200 0.469845 0.129
1335300 0.469845 0.139
1335400 0.469845 0.139
1335500 0.469845 0.138
1335600 0.469845 0.139
1335700 0.469845 0.139
1335800 0.469845 0.139
1335900 0.469845 0.142
1336000 0.469845 0.162
1336100 0.469845 0.132
1336200 0.469845 0.153
1336300 0.469845 0.135
1336400 0.469845 0.144
1336500 0.469845 0.134
1336600 0.469845 0.124
1336700 0.469845 0.148
1336800 0.469845 0.134
1336900 0.469845 0.143
1337000 0.469845 0.147
1337100 0.469845 0.154
1337200 0.469845 0.153
1337300 0.469845 0.149
1337400 0.469845 0.14
1337500 0.469845 0.146
1337600 0.469845 0.158
1337700 0.469845 0.14
1337800 0.469845 0.154
1337900 0.469845 0.14
1338000 0.469845 0.148
1338100 0.469845 0.138
1338200 0.469845 0.124
1338300 0.469845 0.129
1338400 0.469845 0.139
1338500 0.469845 0.175
1338600 0.469845 0.132
1338700 0.469845 0.135
1338800 0.469845 0.152
1338900 0.469845 0.138
1339000 0.469845 0.135
1339100 0.469845 0.131
1339200 0.469845 0.138
1339300 0.469845 0.152
1339400 0.469845 0.153
1339500 0.469845 0.149
1339600 0.469845 0.164
1339700 0.469845 0.131
1339800 0.469845 0.121
1339900 0.469845 0.146
1340000 0.469845 0.147
1340100 0.469845 0.15
1340200 0.469845 0.149
1340300 0.469845 0.151
1340400 0.469845 0.169
1340500 0.469845 0.145
1340600 0.469845 0.119
1340700 0.469845 0.142
1340800 0.469845 0.147
1340900 0.469845 0.129
1341000 0.469845 0.144
1341100 0.469845 0.147
1341200 0.469845 0.127
1341300 0.469845 0.137
1341400 0.469845 0.156
1341500 0.469845 0.136
1341600 0.469845 0.148
1341700 0.469845 0.156
1341800 0.469845 0.142
1341900 0.469845 0.154
1342000 0.469845 0.132
1342100 0.469845 0.142
1342200 0.469845 0.145
1342300 0.469845 0.147
1342400 0.469845 0.138
1342500 0.469845 0.127
1342600 0.469845 0.149
1342700 0.469845 0.134
1342800 0.469845 0.123
1342900 0.469845 0.14
1343000 0.469845 0.139
1343100 0.469845 0.147
1343200 0.469845 0.138
1343300 0.469845 0.17
1343400 0.469845 0.147
1343500 0.469845 0.144
1343600 0.469845 0.15
1343700 0.469845 0.113
1343800 0.469845 0.133
1343900 0.469845 0.173
1344000 0.469845 0.138
1344100 0.469845 0.147
1344200 0.469845 0.125
1344300 0.469845 0.147
1344400 0.469845 0.152
1344500 0.469845 0.149
1344600 0.469845 0.135
1344700 0.469845 0.147
1344800 0.469845 0.134
1344900 0.469845 0.138
1345000 0.469845 0.134
1345100 0.469845 0.128
1345200 0.469845 0.145
1345300 0.469845 0.151
1345400 0.469845 0.132
1345500 0.469845 0.143
1345600 0.469845 0.145
1345700 0.469845 0.137
1345800 0.469845 0.142
1345900 0.469845 0.144
1346000 0.469845 0.126
1346100 0.469845 0.155
1346200 0.469845 0.143
1346300 0.469845 0.137
1346400 0.469845 0.134
1346500 0.469845 0.138
1346600 0.469845 0.146
1346700 0.469845 0.141
1346800 0.469845 0.155
1346900 0.469845 0.135
1347000 0.469845 0.138
1347100 0.469845 0.12
1347200 0.469845 0.151
1347300 0.469845 0.142
1347400 0.469845 0.141
1347500 0.469845 0.148
1347600 0.469845 0.142
1347700 0.469845 0.157
1347800 0.469845 0.148
1347900 0.469845 0.141
1348000 0.469845 0.155
1348100 0.469845 0.148
1348200 0.469845 0.149
1348300 0.469845 0.135
1348400 0.469845 0.142
1348500 0.469845 0.124
1348600 0.469845 0.142
1348700 0.469845 0.133
1348800 0.469845 0.144
1348900 0.469845 0.137
1349000 0.469845 0.132
1349100 0.469845 0.123
1349200 0.469845 0.131
1349300 0.469845 0.13
1349400 0.469845 0.159
1349500 0.469845 0.126
1349600 0.469845 0.142
1349700 0.469845 0.139
1349800 0.469845 0.159
1349900 0.469845 0.148
1350000 0.469845 0.151
1350100 0.469845 0.154
1350200 0.469845 0.143
1350300 0.469845 0.131
1350400 0.469845 0.149
1350500 0.469845 0.148
1350600 0.469845 0.132
1350700 0.469845 0.147
1350800 0.469845 0.142
1350900 0.469845 0.153
1351000 0.469845 0.137
1351100 0.469845 0.129
1351200 0.469845 0.14
1351300 0.469845 0.13
1351400 0.469845 0.125
1351500 0.469845 0.13
1351600 0.469845 0.134
1351700 0.469845 0.147
1351800 0.469845 0.139
1351900 0.469845 0.131
1352000 0.469845 0.149
1352100 0.469845 0.139
1352200 0.469845 0.151
1352300 0.469845 0.141
1352400 0.469845 0.142
1352500 0.469845 0.138
1352600 0.469845 0.134
1352700 0.469845 0.155
1352800 0.469845 0.148
1352900 0.469845 0.137
1353000 0.469845 0.151
1353100 0.469845 0.137
1353200 0.469845 0.147
1353300 0.469845 0.146
1353400 0.469845 0.137
1353500 0.469845 0.13
1353600 0.469845 0.138
1353700 0.469845 0.138
1353800 0.469845 0.153
1353900 0.469845 0.127
1354000 0.469845 0.135
1354100 0.469845 0.143
1354200 0.469845 0.137
1354300 0.469845 0.145
1354400 0.469845 0.147
1354500 0.469845 0.151
1354600 0.469845 0.164
1354700 0.469845 0.141
1354800 0.469845 0.152
1354900 0.469845 0.153
1355000 0.469845 0.146
1355100 0.469845 0.169
1355200 0.469845 0.145
1355300 0.469845 0.124
1355400 0.469845 0.144
1355500 0.469845 0.143
1355600 0.469845 0.137
1355700 0.469845 0.132
1355800 0.469845 0.161
1355900 0.469845 0.142
1356000 0.469845 0.143
1356100 0.469845 0.134
1356200 0.469845 0.136
1356300 0.469845 0.115
1356400 0.469845 0.144
1356500 0.469845 0.148
1356600 0.469845 0.123
1356700 0.469845 0.148
1356800 0.469845 0.145
1356900 0.469845 0.148
1357000 0.469845 0.143
1357100 0.469845 0.127
1357200 0.469845 0.148
1357300 0.469845 0.137
1357400 0.469845 0.131
1357500 0.469845 0.144
1357600 0.469845 0.133
1357700 0.469845 0.138
1357800 0.469845 0.134
1357900 0.469845 0.131
1358000 0.469845 0.145
1358100 0.469845 0.151
1358200 0.469845 0.14
1358300 0.469845 0.137
1358400 0.469845 0.138
1358500 0.469845 0.146
1358600 0.469845 0.145
1358700 0.469845 0.126
1358800 0.469845 0.154
1358900 0.469845 0.125
1359000 0.469845 0.144
1359100 0.469845 0.12
1359200 0.469845 0.137
1359300 0.469845 0.126
1359400 0.469845 0.132
1359500 0.469845 0.149
1359600 0.469845 0.159
1359700 0.469845 0.138
1359800 0.469845 0.132
1359900 0.469845 0.149
1360000 0.469845 0.163
1360100 0.469845 0.142
1360200 0.469845 0.136
1360300 0.469845 0.154
1360400 0.469845 0.149
1360500 0.469845 0.142
1360600 0.469845 0.142
1360700 0.469845 0.135
1360800 0.469845 0.137
1360900 0.469845 0.124
1361000 0.469845 0.133
1361100 0.469845 0.152
1361200 0.469845 0.139
1361300 0.469845 0.152
1361400 0.469845 0.143
1361500 0.469845 0.138
1361600 0.469845 0.132
1361700 0.469845 0.134
1361800 0.469845 0.134
1361900 0.469845 0.149
1362000 0.469845 0.147
1362100 0.469845 0.155
1362200 0.469845 0.128
1362300 0.469845 0.129
1362400 0.469845 0.137
1362500 0.469845 0.13
1362600 0.469845 0.144
1362700 0.469845 0.132
1362800 0.469845 0.136
1362900 0.469845 0.135
1363000 0.469845 0.134
1363100 0.469845 0.13
1363200 0.469845 0.134
1363300 0.469845 0.13
1363400 0.469845 0.138
1363500 0.469845 0.15
1363600 0.469845 0.139
1363700 0.469845 0.144
1363800 0.469845 0.146
1363900 0.469845 0.131
1364000 0.469845 0.153
1364100 0.469845 0.158
1364200 0.469845 0.15
1364300 0.469845 0.138
1364400 0.469845 0.136
1364500 0.469845 0.127
1364600 0.469845 0.142
1364700 0.469845 0.135
1364800 0.469845 0.136
1364900 0.469845 0.151
1365000 0.469845 0.145
1365100 0.469845 0.144
1365200 0.469845 0.126
1365300 0.469845 0.141
1365400 0.469845 0.174
1365500 0.469845 0.138
1365600 0.469845 0.131
1365700 0.469845 0.154
1365800 0.469845 0.128
1365900 0.469845 0.136
1366000 0.469845 0.141
1366100 0.469845 0.114
1366200 0.469845 0.164
1366300 0.469845 0.13
1366400 0.469845 0.13
1366500 0.469845 0.139
1366600 0.469845 0.147
1366700 0.469845 0.134
1366800 0.469845 0.139
1366900 0.469845 0.131
1367000 0.469845 0.149
1367100 0.469845 0.139
1367200 0.469845 0.139
1367300 0.469845 0.142
1367400 0.469845 0.142
1367500 0.469845 0.153
1367600 0.469845 0.138
1367700 0.469845 0.133
1367800 0.469845 0.135
1367900 0.469845 0.119
1368000 0.469845 0.141
1368100 0.469845 0.131
1368200 0.469845 0.136
1368300 0.469845 0.133
1368400 0.469845 0.142
1368500 0.469845 0.136
1368600 0.469845 0.128
1368700 0.469845 0.138
1368800 0.469845 0.147
1368900 0.469845 0.141
1369000 0.469845 0.145
1369100 0.469845 0.145
1369200 0.469845 0.153
1369300 0.469845 0.143
1369400 0.469845 0.136
1369500 0.469845 0.135
1369600 0.469845 0.151
1369700 0.469845 0.112
1369800 0.469845 0.13
1369900 0.469845 0.153
1370000 0.469845 0.158
1370100 0.469845 0.139
1370200 0.469845 0.14
1370300 0.469845 0.163
1370400 0.469845 0.112
1370500 0.469845 0.139
1370600 0.469845 0.112
1370700 0.469845 0.124
1370800 0.469845 0.14
1370900 0.469845 0.138
1371000 0.469845 0.138
1371100 0.469845 0.131
1371200 0.469845 0.122
1371300 0.469845 0.146
1371400 0.469845 0.149
1371500 0.469845 0.143
1371600 0.469845 0.143
1371700 0.469845 0.126
1371800 0.469845 0.131
1371900 0.469845 0.121
1372000 0.469845 0.144
1372100 0.469845 0.129
1372200 0.469845 0.144
1372300 0.469845 0.135
1372400 0.469845 0.152
1372500 0.469845 0.148
1372600 0.469845 0.132
1372700 0.469845 0.144
1372800 0.469845 0.121
1372900 0.469845 0.129
1373000 0.469845 0.129
1373100 0.469845 0.132
1373200 0.469845 0.144
1373300 0.469845 0.162
1373400 0.469845 0.153
1373500 0.469845 0.129
1373600 0.469845 0.144
1373700 0.469845 0.151
1373800 0.469845 0.145
1373900 0.469845 0.136
1374000 0.469845 0.156
1374100 0.469845 0.139
1374200 0.469845 0.13
1374300 0.469845 0.12
1374400 0.469845 0.122
1374500 0.469845 0.138
1374600 0.469845 0.13
1374700 0.469845 0.129
1374800 0.469845 0.129
1374900 0.469845 0.16
1375000 0.469845 0.135
1375100 0.469845 0.134
1375200 0.469845 0.149
1375300 0.469845 0.123
1375400 0.469845 0.139
1375500 0.469845 0.131
1375600 0.469845 0.162
1375700 0.469845 0.156
1375800 0.469845 0.164
1375900 0.469845 0.135
1376000 0.469845 0.15
1376100 0.469845 0.142
1376200 0.469845 0.133
1376300 0.469845 0.134
1376400 0.469845 0.129
1376500 0.469845 0.15
1376600 0.469845 0.147
1376700 0.469845 0.139
1376800 0.469845 0.149
1376900 0.469845 0.13
1377000 0.469845 0.147
1377100 0.469845 0.135
1377200 0.469845 0.131
1377300 0.469845 0.158
1377400 0.469845 0.131
1377500 0.469845 0.149
1377600 0.469845 0.132
1377700 0.469845 0.132
1377800 0.469845 0.135
1377900 0.469845 0.128
1378000 0.469845 0.154
1378100 0.469845 0.161
1378200 0.469845 0.147
1378300 0.469845 0.15
1378400 0.469845 0.139
1378500 0.469845 0.139
1378600 0.469845 0.148
1378700 0.469845 0.146
1378800 0.469845 0.146
1378900 0.469845 0.152
1379000 0.469845 0.139
1379100 0.469845 0.136
1379200 0.469845 0.165
1379300 0.469845 0.143
1379400 0.469845 0.162
1379500 0.469845 0.125
1379600 0.469845 0.154
1379700 0.469845 0.142
1379800 0.469845 0.144
1379900 0.469845 0.145
1380000 0.469845 0.136
1380100 0.469845 0.119
1380200 0.469845 0.16
1380300 0.469845 0.138
1380400 0.469845 0.143
1380500 0.469845 0.13
1380600 0.469845 0.131
1380700 0.469845 0.151
1380800 0.469845 0.136
1380900 0.469845 0.146
1381000 0.469845 0.161
1381100 0.469845 0.151
1381200 0.469845 0.131
1381300 0.469845 0.137
1381400 0.469845 0.143
1381500 0.469845 0.16
1381600 0.469845 0.146
1381700 0.469845 0.137
1381800 0.469845 0.138
1381900 0.469845 0.131
1382000 0.469845 0.126
1382100 0.469845 0.14
1382200 0.469845 0.141
1382300 0.469845 0.134
1382400 0.469845 0.144
1382500 0.469845 0.139
1382600 0.469845 0.133
1382700 0.469845 0.15
1382800 0.469845 0.126
1382900 0.469845 0.141
1383000 0.469845 0.129
1383100 0.469845 0.149
1383200 0.469845 0.13
1383300 0.469845 0.168
1383400 0.469845 0.148
1383500 0.469845 0.135
1383600 0.469845 0.137
1383700 0.469845 0.163
1383800 0.469845 0.141
1383900 0.469845 0.149
1384000 0.469845 0.151
1384100 0.469845 0.145
1384200 0.469845 0.157
1384300 0.469845 0.137
1384400 0.469845 0.141
1384500 0.469845 0.141
1384600 0.469845 0.156
1384700 0.469845 0.152
1384800 0.469845 0.118
1384900 0.469845 0.152
1385000 0.469845 0.131
1385100 0.469845 0.146
1385200 0.469845 0.167
1385300 0.469845 0.132
1385400 0.469845 0.124
1385500 0.469845 0.141
1385600 0.469845 0.151
1385700 0.469845 0.15
1385800 0.469845 0.127
1385900 0.469845 0.146
1386000 0.469845 0.147
1386100 0.469845 0.134
1386200 0.469845 0.138
1386300 0.469845 0.132
1386400 0.469845 0.118
1386500 0.469845 0.15
1386600 0.469845 0.151
1386700 0.469845 0.156
1386800 0.469845 0.122
1386900 0.469845 0.13
1387000 0.469845 0.127
1387100 0.469845 0.14
1387200 0.469845 0.144
1387300 0.469845 0.137
1387400 0.469845 0.15
1387500 0.469845 0.15
1387600 0.469845 0.126
1387700 0.469845 0.159
1387800 0.469845 0.161
1387900 0.469845 0.151
1388000 0.469845 0.138
1388100 0.469845 0.14
1388200 0.469845 0.155
1388300 0.469845 0.14
1388400 0.469845 0.135
1388500 0.469845 0.138
1388600 0.469845 0.146
1388700 0.469845 0.141
1388800 0.469845 0.13
1388900 0.469845 0.133
1389000 0.469845 0.127
1389100 0.469845 0.153
1389200 0.469845 0.154
1389300 0.469845 0.121
1389400 0.469845 0.137
1389500 0.469845 0.14
1389600 0.469845 0.14
1389700 0.469845 0.133
1389800 0.469845 0.133
1389900 0.469845 0.142
1390000 0.469845 0.125
1390100 0.469845 0.137
1390200 0.469845 0.146
1390300 0.469845 0.14
1390400 0.469845 0.128
1390500 0.469845 0.153
1390600 0.469845 0.131
1390700 0.469845 0.13
1390800 0.469845 0.138
1390900 0.469845 0.13
1391000 0.469845 0.158
1391100 0.469845 0.132
1391200 0.469845 0.14
1391300 0.469845 0.152
1391400 0.469845 0.124
1391500 0.469845 0.149
1391600 0.469845 0.142
1391700 0.469845 0.159
1391800 0.469845 0.132
1391900 0.469845 0.135
1392000 0.469845 0.128
1392100 0.469845 0.133
1392200 0.469845 0.151
1392300 0.469845 0.145
1392400 0.469845 0.149
1392500 0.469845 0.149
1392600 0.469845 0.13
1392700 0.469845 0.136
1392800 0.469845 0.141
1392900 0.469845 0.136
1393000 0.469845 0.141
1393100 0.469845 0.145
1393200 0.469845 0.124
1393300 0.469845 0.127
1393400 0.469845 0.142
1393500 0.469845 0.153
1393600 0.469845 0.143
1393700 0.469845 0.13
1393800 0.469845 0.162
1393900 0.469845 0.14
1394000 0.469845 0.124
1394100 0.469845 0.143
1394200 0.469845 0.133
1394300 0.469845 0.163
1394400 0.469845 0.128
1394500 0.469845 0.128
1394600 0.469845 0.16
1394700 0.469845 0.13
1394800 0.469845 0.154
1394900 0.469845 0.133
1395000 0.469845 0.117
1395100 0.469845 0.142
1395200 0.469845 0.138
1395300 0.469845 0.13
1395400 0.469845 0.137
1395500 0.469845 0.143
1395600 0.469845 0.136
1395700 0.469845 0.147
1395800 0.469845 0.115
1395900 0.469845 0.14
1396000 0.469845 0.145
1396100 0.469845 0.152
1396200 0.469845 0.137
1396300 0.469845 0.143
1396400 0.469845 0.129
1396500 0.469845 0.137
1396600 0.469845 0.129
1396700 0.469845 0.149
1396800 0.469845 0.14
1396900 0.469845 0.139
1397000 0.469845 0.132
1397100 0.469845 0.135
1397200 0.469845 0.121
1397300 0.469845 0.135
1397400 0.469845 0.138
1397500 0.469845 0.13
1397600 0.469845 0.12
1397700 0.469845 0.135
1397800 0.469845 0.155
1397900 0.469845 0.138
1398000 0.469845 0.126
1398100 0.469845 0.131
1398200 0.469845 0.139
1398300 0.469845 0.132
1398400 0.469845 0.137
1398500 0.469845 0.145
1398600 0.469845 0.139
1398700 0.469845 0.144
1398800 0.469845 0.142
1398900 0.469845 0.152
1399000 0.469845 0.139
1399100 0.469845 0.135
1399200 0.469845 0.15
1399300 0.469845 0.141
1399400 0.469845 0.149
1399500 0.469845 0.166
1399600 0.469845 0.136
1399700 0.469845 0.147
1399800 0.469845 0.154
1399900 0.469845 0.152
1400000 0.469845 0.134
1400100 0.469845 0.134
1400200 0.469845 0.138
1400300 0.469845 0.128
1400400 0.469845 0.149
1400500 0.469845 0.137
1400600 0.469845 0.122
1400700 0.469845 0.138
1400800 0.469845 0.146
1400900 0.469845 0.129
1401000 0.469845 0.121
1401100 0.469845 0.149
1401200 0.469845 0.139
1401300 0.469845 0.162
1401400 0.469845 0.134
1401500 0.469845 0.13
1401600 0.469845 0.146
1401700 0.469845 0.155
1401800 0.469845 0.137
1401900 0.469845 0.147
1402000 0.469845 0.14
1402100 0.469845 0.151
1402200 0.469845 0.155
1402300 0.469845 0.16
1402400 0.469845 0.157
1402500 0.469845 0.143
1402600 0.469845 0.156
1402700 0.469845 0.16
1402800 0.469845 0.135
1402900 0.469845 0.149
1403000 0.469845 0.141
1403100 0.469845 0.144
1403200 0.469845 0.14
1403300 0.469845 0.154
1403400 0.469845 0.159
1403500 0.469845 0.133
1403600 0.469845 0.144
1403700 0.469845 0.143
1403800 0.469845 0.154
1403900 0.469845 0.155
1404000 0.469845 0.144
1404100 0.469845 0.131
1404200 0.469845 0.132
1404300 0.469845 0.133
1404400 0.469845 0.151
1404500 0.469845 0.144
1404600 0.469845 0.133
1404700 0.469845 0.127
1404800 0.469845 0.14
1404900 0.469845 0.134
1405000 0.469845 0.13
1405100 0.469845 0.133
1405200 0.469845 0.134
1405300 0.469845 0.143
1405400 0.469845 0.128
1405500 0.469845 0.151
1405600 0.469845 0.157
1405700 0.469845 0.117
1405800 0.469845 0.135
1405900 0.469845 0.171
1406000 0.469845 0.162
1406100 0.469845 0.133
1406200 0.469845 0.139
1406300 0.469845 0.13
1406400 0.469845 0.142
1406500 0.469845 0.148
1406600 0.469845 0.137
1406700 0.469845 0.156
1406800 0.469845 0.15
1406900 0.469845 0.147
1407000 0.469845 0.139
1407100 0.469845 0.164
1407200 0.469845 0.128
1407300 0.469845 0.127
1407400 0.469845 0.121
1407500 0.469845 0.131
1407600 0.469845 0.135
1407700 0.469845 0.156
1407800 0.469845 0.142
1407900 0.469845 0.134
1408000 0.469845 0.147
1408100 0.469845 0.144
1408200 0.469845 0.135
1408300 0.469845 0.13
1408400 0.469845 0.138
1408500 0.469845 0.139
1408600 0.469845 0.162
1408700 0.469845 0.144
1408800 0.469845 0.14
1408900 0.469845 0.148
1409000 0.469845 0.14
1409100 0.469845 0.15
1409200 0.469845 0.145
1409300 0.469845 0.141
1409400 0.469845 0.151
1409500 0.469845 0.176
1409600 0.469845 0.129
1409700 0.469845 0.135
1409800 0.469845 0.124
1409900 0.469845 0.148
1410000 0.469845 0.134
1410100 0.469845 0.144
1410200 0.469845 0.112
1410300 0.469845 0.133
1410400 0.469845 0.141
1410500 0.469845 0.135
1410600 0.469845 0.139
1410700 0.469845 0.136
1410800 0.469845 0.114
1410900 0.469845 0.139
1411000 0.469845 0.148
1411100 0.469845 0.141
1411200 0.469845 0.142
1411300 0.469845 0.132
1411400 0.469845 0.13
1411500 0.469845 0.146
1411600 0.469845 0.143
1411700 0.469845 0.139
1411800 0.469845 0.144
1411900 0.469845 0.149
1412000 0.469845 0.135
1412100 0.469845 0.119
1412200 0.469845 0.152
1412300 0.469845 0.131
1412400 0.469845 0.154
1412500 0.469845 0.155
1412600 0.469845 0.134
1412700 0.469845 0.149
1412800 0.469845 0.145
1412900 0.469845 0.132
1413000 0.469845 0.142
1413100 0.469845 0.148
1413200 0.469845 0.142
1413300 0.469845 0.14
1413400 0.469845 0.137
1413500 0.469845 0.139
1413600 0.469845 0.133
1413700 0.469845 0.139
1413800 0.469845 0.145
1413900 0.469845 0.153
1414000 0.469845 0.131
1414100 0.469845 0.119
1414200 0.469845 0.133
1414300 0.469845 0.14
1414400 0.469845 0.141
1414500 0.469845 0.142
1414600 0.469845 0.125
1414700 0.469845 0.147
1414800 0.469845 0.145
1414900 0.469845 0.149
1415000 0.469845 0.12
1415100 0.469845 0.148
1415200 0.469845 0.133
1415300 0.469845 0.136
1415400 0.469845 0.131
1415500 0.469845 0.136
1415600 0.469845 0.14
1415700 0.469845 0.142
1415800 0.469845 0.14
1415900 0.469845 0.131
1416000 0.469845 0.148
1416100 0.469845 0.18
1416200 0.469845 0.14
1416300 0.469845 0.133
1416400 0.469845 0.143
1416500 0.469845 0.113
1416600 0.469845 0.137
1416700 0.469845 0.157
1416800 0.469845 0.148
1416900 0.469845 0.139
1417000 0.469845 0.128
1417100 0.469845 0.124
1417200 0.469845 0.142
1417300 0.469845 0.123
1417400 0.469845 0.142
1417500 0.469845 0.136
1417600 0.469845 0.145
1417700 0.469845 0.125
1417800 0.469845 0.146
1417900 0.469845 0.14
