t  par1   acc
436800 0.472331 0.157
436900 0.473093 0.166
437000 0.473201 0.139
437100 0.468807 0.152
437200 0.464179 0.146
437300 0.462636 0.165
437400 0.462015 0.13
437500 0.464386 0.137
437600 0.465072 0.148
437700 0.468307 0.141
437800 0.470371 0.139
437900 0.471008 0.136
438000 0.469006 0.167
438100 0.467101 0.155
438200 0.465508 0.164
438300 0.464311 0.148
438400 0.464211 0.149
438500 0.468435 0.15
438600 0.472695 0.143
438700 0.473407 0.147
438800 0.473761 0.165
438900 0.470821 0.135
439000 0.4613 0.149
439100 0.461329 0.143
439200 0.466889 0.157
439300 0.471863 0.149
439400 0.472023 0.152
439500 0.467815 0.135
439600 0.460316 0.153
439700 0.459384 0.162
439800 0.461554 0.158
439900 0.47106 0.142
440000 0.471589 0.129
440100 0.471272 0.155
440200 0.461691 0.166
440300 0.46159 0.157
440400 0.465809 0.142
440500 0.470574 0.144
440600 0.471323 0.187
440700 0.469865 0.15
440800 0.464124 0.127
440900 0.462358 0.148
441000 0.463339 0.144
441100 0.464207 0.133
441200 0.462996 0.142
441300 0.460714 0.158
441400 0.466183 0.142
441500 0.472257 0.164
441600 0.473497 0.141
441700 0.473267 0.149
441800 0.468972 0.131
441900 0.460147 0.144
442000 0.457625 0.151
442100 0.457281 0.154
442200 0.458846 0.145
442300 0.469119 0.152
442400 0.474667 0.146
442500 0.475461 0.139
442600 0.475492 0.15
442700 0.472577 0.134
442800 0.463829 0.162
442900 0.459876 0.135
443000 0.459475 0.148
443100 0.459498 0.152
443200 0.464903 0.139
443300 0.468291 0.138
443400 0.470142 0.131
443500 0.467864 0.151
443600 0.457626 0.148
443700 0.456192 0.156
443800 0.456371 0.129
443900 0.465104 0.152
444000 0.472642 0.138
444100 0.473542 0.151
444200 0.473536 0.141
444300 0.472258 0.157
444400 0.459101 0.148
444500 0.457763 0.17
444600 0.45776 0.156
444700 0.469606 0.161
444800 0.473471 0.137
444900 0.471146 0.143
445000 0.466559 0.141
445100 0.462352 0.158
445200 0.460621 0.149
445300 0.459915 0.151
445400 0.460377 0.151
445500 0.464958 0.131
445600 0.466245 0.138
445700 0.470995 0.143
445800 0.472412 0.137
445900 0.471557 0.146
446000 0.466907 0.149
446100 0.465749 0.161
446200 0.464469 0.158
446300 0.464016 0.171
446400 0.464136 0.133
446500 0.466354 0.133
446600 0.467457 0.14
446700 0.4685 0.159
446800 0.47032 0.139
446900 0.470496 0.15
447000 0.470914 0.161
447100 0.463343 0.148
447200 0.460397 0.135
447300 0.463726 0.153
447400 0.465534 0.14
447500 0.466216 0.155
447600 0.465153 0.144
447700 0.463405 0.123
447800 0.463411 0.156
447900 0.463396 0.136
448000 0.462467 0.162
448100 0.462593 0.152
448200 0.468399 0.16
448300 0.466358 0.148
448400 0.464229 0.148
448500 0.462735 0.161
448600 0.461254 0.161
448700 0.464962 0.163
448800 0.473131 0.141
448900 0.4712 0.142
449000 0.456757 0.158
449100 0.455953 0.157
449200 0.459181 0.147
449300 0.466429 0.148
449400 0.470607 0.154
449500 0.471417 0.167
449600 0.471535 0.154
449700 0.471464 0.159
449800 0.47054 0.15
449900 0.458296 0.149
450000 0.456811 0.152
450100 0.464581 0.132
450200 0.471084 0.141
450300 0.473266 0.149
450400 0.473738 0.145
450500 0.472644 0.133
450600 0.469991 0.139
450700 0.466114 0.138
450800 0.464673 0.154
450900 0.464358 0.165
451000 0.464095 0.14
451100 0.46537 0.155
451200 0.465849 0.153
451300 0.469455 0.162
451400 0.470141 0.153
451500 0.46209 0.144
451600 0.457654 0.179
451700 0.457425 0.161
451800 0.47033 0.167
451900 0.472737 0.175
452000 0.472804 0.135
452100 0.463821 0.148
452200 0.457981 0.163
452300 0.458886 0.156
452400 0.463803 0.14
452500 0.468643 0.124
452600 0.471164 0.163
452700 0.471992 0.154
452800 0.471881 0.147
452900 0.467626 0.124
453000 0.46198 0.17
453100 0.458448 0.154
453200 0.457468 0.145
453300 0.457335 0.134
453400 0.464118 0.152
453500 0.4708 0.142
453600 0.472463 0.153
453700 0.473822 0.132
453800 0.473972 0.155
453900 0.473489 0.162
454000 0.468286 0.151
454100 0.461887 0.157
454200 0.461201 0.159
454300 0.461951 0.145
454400 0.463436 0.143
454500 0.466326 0.14
454600 0.468217 0.155
454700 0.469396 0.137
454800 0.470061 0.155
454900 0.470177 0.158
455000 0.470507 0.134
455100 0.456908 0.165
455200 0.45804 0.14
455300 0.465632 0.143
455400 0.470006 0.133
455500 0.473186 0.154
455600 0.473186 0.144
455700 0.465778 0.15
455800 0.465367 0.16
455900 0.464699 0.166
456000 0.465199 0.151
456100 0.467728 0.13
456200 0.464408 0.144
456300 0.465262 0.135
456400 0.463947 0.13
456500 0.463683 0.147
456600 0.467778 0.149
456700 0.469564 0.14
456800 0.470648 0.146
456900 0.461811 0.14
457000 0.460387 0.166
457100 0.461571 0.152
457200 0.467692 0.164
457300 0.471883 0.144
457400 0.471916 0.145
457500 0.462988 0.146
457600 0.460901 0.135
457700 0.460811 0.155
457800 0.46056 0.139
457900 0.464424 0.149
458000 0.466259 0.152
458100 0.462088 0.167
458200 0.462651 0.149
458300 0.469296 0.147
458400 0.466523 0.139
458500 0.455256 0.149
458600 0.453698 0.146
458700 0.455258 0.157
458800 0.462997 0.143
458900 0.469021 0.148
459000 0.471021 0.155
459100 0.471639 0.152
459200 0.471679 0.144
459300 0.47157 0.154
459400 0.464265 0.139
459500 0.463385 0.169
459600 0.465324 0.161
459700 0.473393 0.141
459800 0.473201 0.143
459900 0.459895 0.16
460000 0.458926 0.166
460100 0.461172 0.166
460200 0.471256 0.13
460300 0.472583 0.144
460400 0.473183 0.134
460500 0.472733 0.166
460600 0.469246 0.142
460700 0.463593 0.151
460800 0.462573 0.162
460900 0.462458 0.158
461000 0.464917 0.153
461100 0.4708 0.145
461200 0.471514 0.159
461300 0.471059 0.154
461400 0.460529 0.145
461500 0.460926 0.152
461600 0.468328 0.132
461700 0.471377 0.134
461800 0.471763 0.158
461900 0.471443 0.169
462000 0.466689 0.156
462100 0.462792 0.159
462200 0.4618 0.166
462300 0.462287 0.144
462400 0.466378 0.145
462500 0.469557 0.146
462600 0.470118 0.123
462700 0.470337 0.151
462800 0.470385 0.151
462900 0.467549 0.154
463000 0.470694 0.13
463100 0.46091 0.134
463200 0.46011 0.139
463300 0.459831 0.146
463400 0.455317 0.148
463500 0.471935 0.142
463600 0.472748 0.161
463700 0.466825 0.174
463800 0.463405 0.139
463900 0.462169 0.158
464000 0.461999 0.143
464100 0.463526 0.16
464200 0.462876 0.151
464300 0.461887 0.129
464400 0.463629 0.158
464500 0.473541 0.132
464600 0.479822 0.16
464700 0.477703 0.152
464800 0.466703 0.146
464900 0.46075 0.14
465000 0.459137 0.159
465100 0.458704 0.164
465200 0.458745 0.169
465300 0.461037 0.159
465400 0.46574 0.161
465500 0.468841 0.142
465600 0.471074 0.158
465700 0.472081 0.151
465800 0.472019 0.153
465900 0.471241 0.149
466000 0.464399 0.126
466100 0.464771 0.132
466200 0.465409 0.155
466300 0.473969 0.143
466400 0.477303 0.149
466500 0.47181 0.155
466600 0.465698 0.129
466700 0.463796 0.153
466800 0.463211 0.161
466900 0.463097 0.141
467000 0.459749 0.154
467100 0.458304 0.144
467200 0.459582 0.172
467300 0.469666 0.141
467400 0.47063 0.155
467500 0.470588 0.134
467600 0.463847 0.132
467700 0.465403 0.142
467800 0.474604 0.138
467900 0.474957 0.131
468000 0.466585 0.129
468100 0.461136 0.163
468200 0.459915 0.15
468300 0.459452 0.153
468400 0.460211 0.15
468500 0.469354 0.147
468600 0.469735 0.14
468700 0.46512 0.149
468800 0.462265 0.16
468900 0.462563 0.14
469000 0.468703 0.148
469100 0.469497 0.141
469200 0.469922 0.156
469300 0.467063 0.145
469400 0.459964 0.134
469500 0.459266 0.161
469600 0.458575 0.134
469700 0.461671 0.149
469800 0.466961 0.152
469900 0.468737 0.159
470000 0.472512 0.159
470100 0.47324 0.143
470200 0.473452 0.134
470300 0.466284 0.149
470400 0.461689 0.165
470500 0.460567 0.135
470600 0.460062 0.17
470700 0.459825 0.154
470800 0.467543 0.153
470900 0.474421 0.151
471000 0.475126 0.142
471100 0.468379 0.132
471200 0.464115 0.143
471300 0.462847 0.139
471400 0.462646 0.16
471500 0.463756 0.162
471600 0.464483 0.164
471700 0.46817 0.152
471800 0.473517 0.137
471900 0.475126 0.154
472000 0.474545 0.14
472100 0.472229 0.15
472200 0.465315 0.154
472300 0.46137 0.151
472400 0.459995 0.149
472500 0.459387 0.165
472600 0.459899 0.161
472700 0.464852 0.156
472800 0.465253 0.152
472900 0.466068 0.14
473000 0.466143 0.161
473100 0.464179 0.168
473200 0.459112 0.158
473300 0.456773 0.155
473400 0.45768 0.153
473500 0.466639 0.151
473600 0.474727 0.146
473700 0.476742 0.144
473800 0.476408 0.134
473900 0.471418 0.161
474000 0.464069 0.148
474100 0.461472 0.153
474200 0.460231 0.162
474300 0.459758 0.161
474400 0.45965 0.161
474500 0.46433 0.149
474600 0.46764 0.135
474700 0.470756 0.14
474800 0.472625 0.129
474900 0.473815 0.148
475000 0.473544 0.142
475100 0.467203 0.145
475200 0.463875 0.158
475300 0.461897 0.155
475400 0.460617 0.157
475500 0.460347 0.156
475600 0.461164 0.149
475700 0.466524 0.144
475800 0.467494 0.154
475900 0.467414 0.132
476000 0.465565 0.141
476100 0.46301 0.136
476200 0.461507 0.144
476300 0.459279 0.156
476400 0.461741 0.143
476500 0.469631 0.149
476600 0.476079 0.165
476700 0.476787 0.163
476800 0.475555 0.143
476900 0.468933 0.165
477000 0.463743 0.151
477100 0.461529 0.157
477200 0.460479 0.161
477300 0.460428 0.139
477400 0.461851 0.156
477500 0.464559 0.142
477600 0.467192 0.172
477700 0.469499 0.139
477800 0.470196 0.156
477900 0.470386 0.171
478000 0.470675 0.148
478100 0.467194 0.131
478200 0.460085 0.162
478300 0.458479 0.149
478400 0.457994 0.154
478500 0.461228 0.128
478600 0.466885 0.175
478700 0.468975 0.157
478800 0.470412 0.143
478900 0.470504 0.164
479000 0.469651 0.138
479100 0.464755 0.161
479200 0.462179 0.154
479300 0.46202 0.144
479400 0.46212 0.124
479500 0.467499 0.16
479600 0.45774 0.148
479700 0.455085 0.154
479800 0.46179 0.161
479900 0.469061 0.158
480000 0.472437 0.145
480100 0.472986 0.149
480200 0.471253 0.154
480300 0.467041 0.129
480400 0.462749 0.155
480500 0.461453 0.173
480600 0.461863 0.161
480700 0.463524 0.152
480800 0.467858 0.143
480900 0.470243 0.159
481000 0.470896 0.141
481100 0.470625 0.152
481200 0.467093 0.162
481300 0.463447 0.155
481400 0.463122 0.164
481500 0.46291 0.159
481600 0.462815 0.134
481700 0.461431 0.161
481800 0.457847 0.141
481900 0.470234 0.151
482000 0.4713 0.172
482100 0.470523 0.172
482200 0.467249 0.151
482300 0.462868 0.136
482400 0.460041 0.152
482500 0.459509 0.143
482600 0.461341 0.15
482700 0.468171 0.146
482800 0.471167 0.143
482900 0.471496 0.145
483000 0.470749 0.138
483100 0.466117 0.133
483200 0.459948 0.152
483300 0.457931 0.157
483400 0.458013 0.169
483500 0.464207 0.175
483600 0.466854 0.144
483700 0.467998 0.161
483800 0.467297 0.137
483900 0.466648 0.158
484000 0.460089 0.166
484100 0.458218 0.135
484200 0.458468 0.142
484300 0.465938 0.156
484400 0.468411 0.158
484500 0.4706 0.159
484600 0.471724 0.156
484700 0.470824 0.143
484800 0.46171 0.13
484900 0.458148 0.159
485000 0.457247 0.152
485100 0.45757 0.133
485200 0.464366 0.129
485300 0.472152 0.134
485400 0.474378 0.143
485500 0.474753 0.138
485600 0.474593 0.152
485700 0.466583 0.145
485800 0.461313 0.134
485900 0.459438 0.149
486000 0.459216 0.134
486100 0.459952 0.169
486200 0.467407 0.139
486300 0.471684 0.126
486400 0.474301 0.132
486500 0.474447 0.162
486600 0.472889 0.139
486700 0.467913 0.16
486800 0.46477 0.159
486900 0.463972 0.144
487000 0.463628 0.132
487100 0.463742 0.133
487200 0.467014 0.159
487300 0.467743 0.14
487400 0.469242 0.141
487500 0.467672 0.154
487600 0.465056 0.153
487700 0.46462 0.157
487800 0.461579 0.146
487900 0.459458 0.144
488000 0.459795 0.141
488100 0.46879 0.146
488200 0.470208 0.145
488300 0.470677 0.15
488400 0.470342 0.15
488500 0.463506 0.163
488600 0.461555 0.164
488700 0.461241 0.144
488800 0.463001 0.156
488900 0.46865 0.142
489000 0.468489 0.147
489100 0.467122 0.176
489200 0.45122 0.168
489300 0.468874 0.145
489400 0.480745 0.178
489500 0.481034 0.159
489600 0.479003 0.139
489700 0.471803 0.146
489800 0.466504 0.146
489900 0.463536 0.16
490000 0.461092 0.148
490100 0.460071 0.162
490200 0.459672 0.16
490300 0.459959 0.149
490400 0.462433 0.128
490500 0.466126 0.157
490600 0.471209 0.143
490700 0.472903 0.131
490800 0.473144 0.138
490900 0.473241 0.145
491000 0.470485 0.152
491100 0.463672 0.157
491200 0.46079 0.142
491300 0.459263 0.157
491400 0.459292 0.162
491500 0.467892 0.15
491600 0.473332 0.145
491700 0.47389 0.161
491800 0.473158 0.14
491900 0.470135 0.145
492000 0.465836 0.181
492100 0.462049 0.159
492200 0.461371 0.146
492300 0.461091 0.146
492400 0.461081 0.146
492500 0.464019 0.139
492600 0.470652 0.144
492700 0.469705 0.16
492800 0.465497 0.148
492900 0.465203 0.156
493000 0.458103 0.161
493100 0.458656 0.13
493200 0.471391 0.151
493300 0.472804 0.148
493400 0.46691 0.142
493500 0.461826 0.154
493600 0.46001 0.145
493700 0.459714 0.152
493800 0.459775 0.142
493900 0.468845 0.14
494000 0.473185 0.143
494100 0.47228 0.153
494200 0.464833 0.161
494300 0.459882 0.144
494400 0.458658 0.145
494500 0.457715 0.161
494600 0.458302 0.147
494700 0.462407 0.144
494800 0.468485 0.136
494900 0.471432 0.146
495000 0.473062 0.147
495100 0.472857 0.142
495200 0.466786 0.131
495300 0.462499 0.16
495400 0.459774 0.154
495500 0.457662 0.167
495600 0.457319 0.145
495700 0.457438 0.149
495800 0.463704 0.149
495900 0.468113 0.158
496000 0.472131 0.143
496100 0.473416 0.133
496200 0.473894 0.16
496300 0.472483 0.165
496400 0.466518 0.149
496500 0.464441 0.138
496600 0.463328 0.144
496700 0.462121 0.147
496800 0.461596 0.148
496900 0.461351 0.138
497000 0.461599 0.133
497100 0.465561 0.139
497200 0.465626 0.151
497300 0.462582 0.155
497400 0.463565 0.138
497500 0.465916 0.146
497600 0.465414 0.159
497700 0.464868 0.156
497800 0.464606 0.131
497900 0.466943 0.15
498000 0.467527 0.165
498100 0.466431 0.135
498200 0.453553 0.163
498300 0.481597 0.145
498400 0.474182 0.126
498500 0.455439 0.144
498600 0.452678 0.158
498700 0.452884 0.137
498800 0.460722 0.157
498900 0.465624 0.139
499000 0.469562 0.148
499100 0.471591 0.137
499200 0.472642 0.153
499300 0.473262 0.142
499400 0.473392 0.158
499500 0.473426 0.147
499600 0.468283 0.171
499700 0.462445 0.154
499800 0.460989 0.172
499900 0.461352 0.152
500000 0.466491 0.147
500100 0.472378 0.169
500200 0.474206 0.151
500300 0.474378 0.144
500400 0.473416 0.153
500500 0.461656 0.129
500600 0.45305 0.147
500700 0.451946 0.141
500800 0.452214 0.145
500900 0.461413 0.154
501000 0.465639 0.147
501100 0.467433 0.17
501200 0.46883 0.146
501300 0.469304 0.151
501400 0.469292 0.174
501500 0.463743 0.171
501600 0.460869 0.156
501700 0.46065 0.154
501800 0.459222 0.137
501900 0.464457 0.156
502000 0.473439 0.156
502100 0.473779 0.149
502200 0.469658 0.15
502300 0.461578 0.133
502400 0.459144 0.141
502500 0.458304 0.15
502600 0.458364 0.137
502700 0.466649 0.136
502800 0.470226 0.149
502900 0.471681 0.153
503000 0.472517 0.162
503100 0.471708 0.153
503200 0.465034 0.17
503300 0.460945 0.162
503400 0.459956 0.138
503500 0.459577 0.151
503600 0.461871 0.163
503700 0.467695 0.141
503800 0.47158 0.157
503900 0.472986 0.149
504000 0.472955 0.154
504100 0.467399 0.154
504200 0.463869 0.125
504300 0.462636 0.151
504400 0.458598 0.143
504500 0.45381 0.141
504600 0.452407 0.142
504700 0.452627 0.148
504800 0.458623 0.162
504900 0.466793 0.142
505000 0.471461 0.153
505100 0.472949 0.141
505200 0.47379 0.153
505300 0.473892 0.15
505400 0.471676 0.156
505500 0.465167 0.151
505600 0.461362 0.151
505700 0.460055 0.162
505800 0.459688 0.162
505900 0.460119 0.157
506000 0.46435 0.132
506100 0.466668 0.154
506200 0.467243 0.158
506300 0.4673 0.143
506400 0.465618 0.142
506500 0.464578 0.158
506600 0.464403 0.163
506700 0.46757 0.14
506800 0.467 0.16
506900 0.46503 0.154
507000 0.465771 0.152
507100 0.467548 0.162
507200 0.465894 0.131
507300 0.457986 0.153
507400 0.460923 0.14
507500 0.468473 0.148
507600 0.472815 0.169
507700 0.473935 0.153
507800 0.475158 0.155
507900 0.474846 0.146
508000 0.461017 0.144
508100 0.459903 0.152
508200 0.459856 0.154
508300 0.467643 0.143
508400 0.470233 0.158
508500 0.461955 0.153
508600 0.459734 0.151
508700 0.459765 0.131
508800 0.46333 0.147
508900 0.469317 0.167
509000 0.470365 0.157
509100 0.470718 0.161
509200 0.467225 0.165
509300 0.46085 0.149
509400 0.456021 0.162
509500 0.456387 0.149
509600 0.462583 0.158
509700 0.467053 0.166
509800 0.470218 0.161
509900 0.472257 0.16
510000 0.47272 0.156
510100 0.472667 0.15
510200 0.468368 0.156
510300 0.462733 0.155
510400 0.459057 0.174
510500 0.458035 0.16
510600 0.458271 0.15
510700 0.46523 0.144
510800 0.466826 0.167
510900 0.46902 0.145
511000 0.470369 0.142
511100 0.470422 0.155
511200 0.46985 0.137
511300 0.460248 0.169
511400 0.457724 0.155
511500 0.457799 0.153
511600 0.467841 0.16
511700 0.467285 0.157
511800 0.464178 0.14
511900 0.463736 0.142
512000 0.467635 0.14
512100 0.469152 0.133
512200 0.468709 0.151
512300 0.459191 0.145
512400 0.459165 0.139
512500 0.47401 0.148
512600 0.475207 0.155
512700 0.470831 0.131
512800 0.46496 0.136
512900 0.462019 0.157
513000 0.459321 0.161
513100 0.45847 0.14
513200 0.458387 0.17
513300 0.462187 0.141
513400 0.468804 0.14
513500 0.470943 0.151
513600 0.471161 0.158
513700 0.471108 0.174
513800 0.463974 0.15
513900 0.462266 0.151
514000 0.462248 0.168
514100 0.465179 0.143
514200 0.460178 0.167
514300 0.45915 0.156
514400 0.462628 0.165
514500 0.46669 0.154
514600 0.469265 0.139
514700 0.469119 0.138
514800 0.463423 0.162
514900 0.460113 0.168
515000 0.461349 0.143
515100 0.465623 0.147
515200 0.469734 0.152
515300 0.469737 0.141
515400 0.467649 0.16
515500 0.465668 0.148
515600 0.462051 0.163
515700 0.461671 0.122
515800 0.463418 0.147
515900 0.463212 0.167
516000 0.463166 0.141
516100 0.464116 0.145
516200 0.483307 0.127
516300 0.467963 0.148
516400 0.453871 0.14
516500 0.454098 0.167
516600 0.463566 0.159
516700 0.470772 0.143
516800 0.472782 0.148
516900 0.472882 0.132
517000 0.472705 0.147
517100 0.463495 0.142
517200 0.461127 0.149
517300 0.46112 0.134
517400 0.461841 0.134
517500 0.460312 0.143
517600 0.465622 0.138
517700 0.466056 0.129
517800 0.477497 0.13
517900 0.474491 0.129
518000 0.464688 0.156
518100 0.459517 0.13
518200 0.458177 0.147
518300 0.45758 0.157
518400 0.459293 0.15
518500 0.466778 0.155
518600 0.47017 0.14
518700 0.470528 0.151
518800 0.470066 0.129
518900 0.469604 0.154
519000 0.468262 0.128
519100 0.463673 0.145
519200 0.463933 0.144
519300 0.465752 0.149
519400 0.466201 0.148
519500 0.466089 0.155
519600 0.465316 0.157
519700 0.465711 0.143
519800 0.470284 0.144
519900 0.470185 0.166
520000 0.458921 0.15
520100 0.459778 0.144
520200 0.470297 0.137
520300 0.474658 0.169
520400 0.47459 0.148
520500 0.463527 0.157
520600 0.460533 0.163
520700 0.463583 0.143
520800 0.46612 0.124
520900 0.466853 0.145
521000 0.469312 0.144
521100 0.468985 0.142
521200 0.465272 0.153
521300 0.463772 0.162
521400 0.463732 0.179
521500 0.459379 0.151
521600 0.461057 0.157
521700 0.46872 0.15
521800 0.469682 0.134
521900 0.469602 0.151
522000 0.468647 0.155
522100 0.468518 0.165
522200 0.453034 0.144
522300 0.491952 0.144
522400 0.473515 0.134
522500 0.457042 0.154
522600 0.454366 0.144
522700 0.453739 0.138
522800 0.454154 0.156
522900 0.459139 0.146
523000 0.463378 0.14
523100 0.467824 0.149
523200 0.469913 0.167
523300 0.470995 0.142
523400 0.471909 0.14
523500 0.472177 0.157
523600 0.472154 0.136
523700 0.467512 0.153
523800 0.467079 0.164
523900 0.46685 0.148
524000 0.465482 0.156
524100 0.463214 0.154
524200 0.463565 0.137
524300 0.463444 0.131
524400 0.46272 0.165
524500 0.471678 0.152
524600 0.47252 0.141
524700 0.453861 0.154
524800 0.456736 0.142
524900 0.465833 0.157
525000 0.473006 0.146
525100 0.475141 0.152
525200 0.47523 0.124
525300 0.469533 0.143
525400 0.461893 0.15
525500 0.459359 0.13
525600 0.459128 0.14
525700 0.460331 0.15
525800 0.468258 0.144
525900 0.470747 0.148
526000 0.471667 0.165
526100 0.47199 0.144
526200 0.471316 0.162
526300 0.470468 0.149
526400 0.464005 0.142
526500 0.463487 0.153
526600 0.466786 0.14
526700 0.469374 0.16
526800 0.471826 0.15
526900 0.472068 0.148
527000 0.469086 0.148
527100 0.463165 0.162
527200 0.457876 0.145
527300 0.456786 0.168
527400 0.456764 0.14
527500 0.463777 0.141
527600 0.468659 0.141
527700 0.470407 0.153
527800 0.471122 0.145
527900 0.472185 0.156
528000 0.472218 0.15
528100 0.461366 0.161
528200 0.460453 0.162
528300 0.461061 0.172
528400 0.465128 0.141
528500 0.471026 0.152
528600 0.473016 0.133
528700 0.472389 0.158
528800 0.4687 0.15
528900 0.46331 0.183
529000 0.461114 0.154
529100 0.459447 0.153
529200 0.45934 0.144
529300 0.462802 0.154
529400 0.46561 0.147
529500 0.468271 0.152
529600 0.468572 0.137
529700 0.468528 0.151
529800 0.461577 0.148
529900 0.457669 0.149
530000 0.458025 0.142
530100 0.467091 0.155
530200 0.47372 0.14
530300 0.475333 0.158
530400 0.474715 0.143
530500 0.466948 0.141
530600 0.458542 0.161
530700 0.456358 0.173
530800 0.456077 0.18
530900 0.457122 0.159
531000 0.465071 0.128
531100 0.467629 0.147
531200 0.469521 0.138
531300 0.470717 0.137
531400 0.471264 0.156
531500 0.470873 0.137
531600 0.465835 0.151
531700 0.463565 0.141
531800 0.461973 0.162
531900 0.460647 0.175
532000 0.459776 0.15
532100 0.459315 0.13
532200 0.459426 0.166
532300 0.464133 0.164
532400 0.468028 0.124
532500 0.468139 0.143
532600 0.463725 0.164
532700 0.459232 0.157
532800 0.459235 0.157
532900 0.466108 0.161
533000 0.467301 0.148
533100 0.468072 0.146
533200 0.465946 0.153
533300 0.460671 0.153
533400 0.458945 0.151
533500 0.459148 0.146
533600 0.46616 0.13
533700 0.470723 0.154
533800 0.468415 0.142
533900 0.464564 0.141
534000 0.463303 0.151
534100 0.461783 0.162
534200 0.461638 0.16
534300 0.465264 0.138
534400 0.466714 0.16
534500 0.464572 0.161
534600 0.461984 0.153
534700 0.461816 0.143
534800 0.462532 0.159
534900 0.467676 0.157
535000 0.470362 0.162
535100 0.469755 0.15
535200 0.469064 0.127
535300 0.461766 0.179
535400 0.456645 0.122
535500 0.456863 0.143
535600 0.468141 0.155
535700 0.470053 0.16
535800 0.469521 0.154
535900 0.465354 0.157
536000 0.458784 0.141
536100 0.458272 0.164
536200 0.462093 0.133
536300 0.467165 0.143
536400 0.471679 0.153
536500 0.474915 0.147
536600 0.476353 0.153
536700 0.476142 0.156
536800 0.47074 0.154
536900 0.467495 0.155
537000 0.464937 0.134
537100 0.462311 0.152
537200 0.461538 0.15
537300 0.461516 0.14
537400 0.461923 0.145
537500 0.462843 0.15
537600 0.463636 0.178
537700 0.463693 0.171
537800 0.465961 0.165
537900 0.467746 0.147
538000 0.473998 0.163
538100 0.472407 0.153
538200 0.439342 0.156
538300 0.448206 0.148
538400 0.466512 0.135
538500 0.472548 0.143
538600 0.474871 0.15
538700 0.475382 0.155
538800 0.475114 0.166
538900 0.468637 0.161
539000 0.462385 0.149
539100 0.45788 0.124
539200 0.456585 0.148
539300 0.456136 0.147
539400 0.45642 0.143
539500 0.458821 0.159
539600 0.462707 0.153
539700 0.465403 0.166
539800 0.467404 0.144
539900 0.469059 0.15
540000 0.470396 0.154
540100 0.470999 0.152
540200 0.471886 0.132
540300 0.472803 0.162
540400 0.473005 0.153
540500 0.468137 0.145
540600 0.465087 0.143
540700 0.463481 0.149
540800 0.46167 0.13
540900 0.459941 0.157
541000 0.459733 0.162
541100 0.459607 0.149
541200 0.460801 0.156
541300 0.466334 0.136
541400 0.469646 0.136
541500 0.469163 0.15
541600 0.460547 0.171
541700 0.458087 0.148
541800 0.460506 0.145
541900 0.464506 0.156
542000 0.467339 0.151
542100 0.469456 0.154
542200 0.470725 0.149
542300 0.471131 0.17
542400 0.471272 0.145
542500 0.470242 0.145
542600 0.467015 0.163
542700 0.463855 0.152
542800 0.462388 0.154
542900 0.462035 0.143
543000 0.465194 0.151
543100 0.470691 0.136
543200 0.471336 0.134
543300 0.471097 0.132
543400 0.4685 0.158
543500 0.465159 0.15
543600 0.463709 0.15
543700 0.460977 0.133
543800 0.461547 0.148
543900 0.467341 0.16
544000 0.471253 0.132
544100 0.472353 0.145
544200 0.472467 0.154
544300 0.46845 0.159
544400 0.464459 0.156
544500 0.461241 0.144
544600 0.460011 0.144
544700 0.458589 0.139
544800 0.458439 0.139
544900 0.460758 0.149
545000 0.464818 0.16
545100 0.466804 0.154
545200 0.47121 0.15
545300 0.472004 0.155
545400 0.469826 0.159
545500 0.461009 0.155
545600 0.456232 0.154
545700 0.454568 0.156
545800 0.454758 0.154
545900 0.462102 0.166
546000 0.467476 0.152
546100 0.470207 0.131
546200 0.470806 0.148
546300 0.470806 0.166
546400 0.468495 0.135
546500 0.464682 0.155
546600 0.463378 0.162
546700 0.463479 0.142
546800 0.466352 0.159
546900 0.46904 0.138
547000 0.472385 0.184
547100 0.472615 0.153
547200 0.473068 0.155
547300 0.462532 0.147
547400 0.456076 0.156
547500 0.455553 0.146
547600 0.456136 0.155
547700 0.466164 0.144
547800 0.470856 0.127
547900 0.471854 0.159
548000 0.471613 0.17
548100 0.464501 0.16
548200 0.463534 0.136
548300 0.46372 0.147
548400 0.464015 0.161
548500 0.464277 0.14
548600 0.453692 0.138
548700 0.453443 0.135
548800 0.479819 0.133
548900 0.478106 0.163
549000 0.465153 0.162
549100 0.459664 0.155
549200 0.457715 0.16
549300 0.457916 0.157
549400 0.462181 0.151
549500 0.467685 0.127
549600 0.470476 0.149
549700 0.472911 0.142
549800 0.47386 0.147
549900 0.474496 0.135
550000 0.474445 0.149
550100 0.464471 0.145
550200 0.457827 0.148
550300 0.457235 0.164
550400 0.457585 0.165
550500 0.462222 0.154
550600 0.46807 0.155
550700 0.47048 0.159
550800 0.471165 0.147
550900 0.471503 0.135
551000 0.471567 0.143
551100 0.467939 0.134
551200 0.461231 0.162
551300 0.458548 0.147
551400 0.458324 0.148
551500 0.458799 0.146
551600 0.46305 0.164
551700 0.466036 0.152
551800 0.468117 0.127
551900 0.468033 0.145
552000 0.462528 0.157
552100 0.462027 0.187
552200 0.465666 0.154
552300 0.467828 0.141
552400 0.46849 0.162
552500 0.46699 0.139
552600 0.463919 0.168
552700 0.463401 0.146
552800 0.461994 0.174
552900 0.456669 0.146
553000 0.459207 0.13
553100 0.470271 0.145
553200 0.471098 0.15
553300 0.471291 0.158
