t  par1  
841500 -106526 
841600 -107406 
841700 -105764 
841800 -105946 
841900 -105918 
842000 -105470 
842100 -105674 
842200 -106048 
842300 -106054 
842400 -106492 
842500 -106506 
842600 -106380 
842700 -106920 
842800 -106314 
842900 -107284 
843000 -106478 
843100 -107116 
843200 -107446 
843300 -107020 
843400 -106580 
843500 -106744 
843600 -107422 
843700 -107350 
843800 -106528 
843900 -106778 
844000 -106960 
844100 -106922 
844200 -108032 
844300 -108208 
844400 -108294 
844500 -109162 
844600 -107902 
844700 -108350 
844800 -107190 
844900 -106882 
845000 -107538 
845100 -107608 
845200 -108090 
845300 -108230 
845400 -108374 
845500 -108288 
845600 -108610 
845700 -108570 
845800 -108822 
845900 -108418 
846000 -109486 
846100 -109178 
846200 -109538 
846300 -109964 
846400 -109384 
846500 -109588 
846600 -110338 
846700 -110110 
846800 -110240 
846900 -110168 
847000 -110538 
847100 -110020 
847200 -110252 
847300 -108912 
847400 -108504 
847500 -109062 
847600 -110114 
847700 -110442 
847800 -110462 
847900 -110250 
848000 -111024 
848100 -110072 
848200 -110858 
848300 -110876 
848400 -111012 
848500 -111448 
848600 -112266 
848700 -112234 
848800 -112232 
848900 -112558 
849000 -112924 
849100 -113754 
849200 -113990 
849300 -115172 
849400 -116048 
849500 -117074 
849600 -117038 
849700 -117526 
849800 -117432 
849900 -116836 
850000 -116758 
850100 -117562 
850200 -117572 
850300 -116816 
850400 -117090 
850500 -116308 
850600 -116876 
850700 -116984 
850800 -116940 
850900 -118096 
851000 -118524 
851100 -118686 
851200 -119262 
851300 -119974 
851400 -119164 
851500 -120232 
851600 -119792 
851700 -119690 
851800 -119428 
851900 -119270 
852000 -119302 
852100 -119346 
852200 -120224 
852300 -120760 
852400 -119902 
852500 -119360 
852600 -119742 
852700 -121236 
852800 -120248 
852900 -120290 
853000 -119824 
853100 -119746 
853200 -120250 
853300 -120560 
853400 -120756 
853500 -121230 
853600 -121070 
853700 -121150 
853800 -121036 
853900 -120786 
854000 -121526 
854100 -120694 
854200 -121262 
854300 -121784 
854400 -121092 
854500 -119120 
854600 -119240 
854700 -119740 
854800 -118952 
854900 -118790 
855000 -118912 
855100 -119920 
855200 -119372 
855300 -119194 
855400 -119114 
855500 -119198 
855600 -119534 
855700 -119796 
855800 -121194 
855900 -121430 
856000 -121888 
856100 -121748 
856200 -121756 
856300 -121354 
856400 -121346 
856500 -122182 
856600 -123240 
856700 -123990 
856800 -124148 
856900 -123652 
857000 -123608 
857100 -123122 
857200 -123758 
857300 -123974 
857400 -123672 
857500 -123490 
857600 -122544 
857700 -122346 
857800 -122016 
857900 -121514 
858000 -121144 
858100 -120902 
858200 -121068 
858300 -121008 
858400 -120768 
858500 -120758 
858600 -121388 
858700 -121808 
858800 -121296 
858900 -120112 
859000 -120126 
859100 -119314 
859200 -119360 
859300 -119830 
859400 -120382 
859500 -120936 
859600 -120598 
859700 -120336 
859800 -120546 
859900 -120424 
860000 -121704 
860100 -121500 
860200 -122352 
860300 -123008 
860400 -122694 
860500 -122816 
860600 -123260 
860700 -123108 
860800 -123616 
860900 -124474 
861000 -124344 
861100 -123984 
861200 -124814 
861300 -125658 
861400 -125300 
861500 -125176 
861600 -124240 
861700 -124068 
861800 -123556 
861900 -123822 
862000 -124570 
862100 -124300 
862200 -124624 
862300 -124434 
862400 -123610 
862500 -124650 
862600 -125324 
862700 -125872 
862800 -126262 
862900 -126430 
863000 -126972 
863100 -128078 
863200 -128488 
863300 -128078 
863400 -127744 
863500 -127448 
863600 -126910 
863700 -126308 
863800 -126804 
863900 -126786 
864000 -125916 
864100 -125286 
864200 -124786 
864300 -124360 
864400 -123882 
864500 -124746 
864600 -124764 
864700 -124580 
864800 -125842 
864900 -125468 
865000 -124344 
865100 -123800 
865200 -123348 
865300 -124018 
865400 -123284 
865500 -123428 
865600 -123452 
865700 -122808 
865800 -122808 
865900 -123346 
866000 -123252 
866100 -123700 
866200 -124022 
866300 -124144 
866400 -124762 
866500 -124466 
866600 -124396 
866700 -124838 
866800 -125438 
866900 -125454 
867000 -125876 
867100 -125422 
867200 -125826 
867300 -125944 
867400 -125418 
867500 -124930 
867600 -124870 
867700 -124226 
867800 -123848 
867900 -124142 
868000 -124196 
868100 -123812 
868200 -123806 
868300 -123674 
868400 -123512 
868500 -123492 
868600 -124590 
868700 -124792 
868800 -125068 
868900 -125460 
869000 -125596 
869100 -125348 
869200 -125598 
869300 -125464 
869400 -125888 
869500 -124888 
869600 -125314 
869700 -124450 
869800 -124872 
869900 -125152 
870000 -124648 
870100 -124644 
870200 -124234 
870300 -123994 
870400 -123912 
870500 -124808 
870600 -125170 
870700 -124820 
870800 -124486 
870900 -123764 
871000 -123992 
871100 -124820 
871200 -125086 
871300 -124602 
871400 -124310 
871500 -124756 
871600 -124168 
871700 -124902 
871800 -124992 
871900 -125358 
872000 -126002 
872100 -125716 
872200 -126226 
872300 -126362 
872400 -126544 
872500 -127466 
872600 -127774 
872700 -128180 
872800 -127538 
872900 -128244 
873000 -128120 
873100 -128208 
873200 -127656 
873300 -129280 
873400 -129760 
873500 -130512 
873600 -130018 
873700 -130122 
873800 -130734 
873900 -130032 
874000 -130120 
874100 -130134 
874200 -130790 
874300 -130960 
874400 -131020 
874500 -130466 
874600 -130294 
874700 -130170 
874800 -129798 
874900 -130042 
875000 -130340 
875100 -130392 
875200 -129418 
875300 -129406 
875400 -129494 
875500 -130050 
875600 -130334 
875700 -130058 
875800 -129978 
875900 -129550 
876000 -129332 
876100 -129776 
876200 -130584 
876300 -131068 
876400 -131688 
876500 -131564 
876600 -131770 
876700 -132150 
876800 -130726 
876900 -131886 
877000 -131668 
877100 -132490 
877200 -132152 
877300 -131888 
877400 -132362 
877500 -132208 
877600 -132302 
877700 -132090 
877800 -131320 
877900 -131728 
878000 -130362 
878100 -130598 
878200 -130822 
878300 -130138 
878400 -130266 
878500 -128962 
878600 -128578 
878700 -129052 
878800 -128556 
878900 -127910 
879000 -128448 
879100 -129432 
879200 -128922 
879300 -128520 
879400 -128776 
879500 -129246 
879600 -129370 
879700 -129858 
879800 -129136 
879900 -129584 
880000 -129336 
880100 -128994 
880200 -129428 
880300 -128840 
880400 -128652 
880500 -128788 
880600 -129014 
880700 -129980 
880800 -130242 
880900 -130742 
881000 -130936 
881100 -131320 
881200 -131448 
881300 -130052 
881400 -130284 
881500 -131408 
881600 -131892 
881700 -132116 
881800 -132580 
881900 -132584 
882000 -132596 
882100 -132394 
882200 -132476 
882300 -132256 
882400 -132472 
882500 -132138 
882600 -132854 
882700 -133176 
882800 -132492 
882900 -133436 
883000 -133012 
883100 -133174 
883200 -131626 
883300 -131754 
883400 -131202 
883500 -131088 
883600 -130926 
883700 -131234 
883800 -130826 
883900 -130890 
884000 -131690 
884100 -130966 
884200 -131544 
884300 -132670 
884400 -133502 
884500 -133866 
884600 -133830 
884700 -134398 
884800 -134416 
884900 -134108 
885000 -133684 
885100 -133148 
885200 -133004 
885300 -133668 
885400 -133912 
885500 -133112 
885600 -134078 
885700 -133968 
885800 -133482 
885900 -133360 
886000 -133058 
886100 -132312 
886200 -130898 
886300 -131772 
886400 -131450 
886500 -131032 
886600 -129978 
886700 -130058 
886800 -130230 
886900 -131470 
887000 -131244 
887100 -130932 
887200 -130758 
887300 -130848 
887400 -130492 
887500 -129816 
887600 -130738 
887700 -131786 
887800 -131812 
887900 -131972 
888000 -131822 
888100 -131214 
888200 -131264 
888300 -131006 
888400 -131506 
888500 -132256 
888600 -131628 
888700 -131486 
888800 -131298 
888900 -131668 
889000 -131118 
889100 -130744 
889200 -130036 
889300 -130092 
889400 -130630 
889500 -131300 
889600 -131814 
889700 -132538 
889800 -132234 
889900 -132278 
890000 -132794 
890100 -132668 
890200 -132086 
890300 -132552 
890400 -132406 
890500 -132484 
890600 -133160 
890700 -133038 
890800 -133160 
890900 -133730 
891000 -134322 
891100 -134056 
891200 -134928 
891300 -134248 
891400 -133686 
891500 -134628 
891600 -133754 
891700 -133678 
891800 -132268 
891900 -132426 
892000 -132828 
892100 -132838 
892200 -133016 
892300 -132414 
892400 -132006 
892500 -131484 
892600 -131726 
892700 -131422 
892800 -130750 
892900 -130174 
893000 -130006 
893100 -131134 
893200 -131174 
893300 -131464 
893400 -130954 
893500 -131012 
893600 -130330 
893700 -130350 
893800 -130694 
893900 -131012 
894000 -131126 
894100 -131168 
894200 -130344 
894300 -131144 
894400 -131114 
894500 -131370 
894600 -130918 
894700 -130950 
894800 -132332 
894900 -133076 
895000 -132102 
895100 -131736 
895200 -132222 
895300 -132016 
895400 -131676 
895500 -131640 
895600 -131650 
895700 -132358 
895800 -132038 
895900 -132692 
896000 -132828 
896100 -132310 
896200 -132936 
896300 -131976 
896400 -132518 
896500 -132244 
896600 -132232 
896700 -131774 
896800 -131828 
896900 -132472 
897000 -133156 
897100 -133854 
897200 -132990 
897300 -133710 
897400 -133894 
897500 -134426 
897600 -133406 
897700 -132998 
897800 -132146 
897900 -131934 
898000 -131694 
898100 -131786 
898200 -132328 
898300 -131886 
898400 -132362 
898500 -132066 
898600 -132248 
898700 -132208 
898800 -132938 
898900 -133884 
899000 -133056 
899100 -132972 
899200 -133858 
899300 -132988 
899400 -133476 
899500 -133640 
899600 -133534 
899700 -133770 
899800 -133618 
899900 -133292 
900000 -133934 
900100 -133500 
900200 -133424 
900300 -133356 
900400 -133760 
900500 -134518 
900600 -134476 
900700 -135382 
900800 -135470 
900900 -136030 
901000 -136340 
901100 -136270 
901200 -137374 
901300 -137108 
901400 -137456 
901500 -137162 
901600 -137694 
901700 -137876 
901800 -137558 
901900 -137224 
902000 -136456 
902100 -137346 
902200 -136450 
902300 -136428 
902400 -136146 
902500 -135122 
902600 -134750 
902700 -135374 
902800 -134688 
902900 -134854 
903000 -134406 
903100 -133728 
903200 -132802 
903300 -132908 
903400 -134442 
903500 -133962 
903600 -133088 
903700 -133048 
903800 -132648 
903900 -132356 
904000 -132010 
904100 -132508 
904200 -133192 
904300 -133632 
904400 -134122 
904500 -135682 
904600 -136092 
904700 -135958 
904800 -137222 
904900 -137022 
905000 -138234 
905100 -137858 
905200 -136788 
905300 -137304 
905400 -136146 
905500 -136370 
905600 -135132 
905700 -135162 
905800 -136084 
905900 -136894 
906000 -137958 
906100 -137474 
906200 -137816 
906300 -138310 
906400 -137886 
906500 -138770 
906600 -138890 
906700 -139176 
906800 -139766 
906900 -138820 
907000 -139410 
907100 -139388 
907200 -139962 
907300 -139748 
907400 -138990 
907500 -137698 
907600 -138434 
907700 -138668 
907800 -138844 
907900 -138884 
908000 -138524 
908100 -138622 
908200 -138598 
908300 -138892 
908400 -139968 
908500 -139350 
908600 -139072 
908700 -139332 
908800 -139082 
908900 -139086 
909000 -138888 
909100 -138508 
909200 -137496 
909300 -138092 
909400 -138572 
909500 -139058 
909600 -139458 
909700 -139978 
909800 -140146 
909900 -140620 
910000 -139450 
910100 -140206 
910200 -140888 
910300 -140476 
910400 -140378 
910500 -140420 
910600 -140456 
910700 -140486 
910800 -141066 
910900 -141688 
911000 -142182 
911100 -142438 
911200 -140856 
911300 -141450 
911400 -141060 
911500 -140782 
911600 -141500 
911700 -141778 
911800 -141842 
911900 -142208 
912000 -141474 
912100 -140628 
912200 -140972 
912300 -141178 
912400 -141300 
912500 -141342 
912600 -141796 
912700 -142834 
912800 -142200 
912900 -141080 
913000 -141654 
913100 -141772 
913200 -141446 
913300 -142126 
913400 -141926 
913500 -141254 
913600 -141682 
913700 -142236 
913800 -142144 
913900 -142986 
914000 -144108 
914100 -144766 
914200 -145212 
914300 -144850 
914400 -143856 
914500 -144090 
914600 -144664 
914700 -144484 
914800 -146008 
914900 -145276 
915000 -145756 
915100 -146366 
915200 -146770 
915300 -147690 
915400 -148034 
915500 -147864 
915600 -148024 
915700 -147920 
915800 -147714 
915900 -147458 
916000 -148526 
916100 -147888 
916200 -148218 
916300 -148062 
916400 -147600 
916500 -147800 
916600 -148382 
916700 -149052 
916800 -149192 
916900 -148340 
917000 -147286 
917100 -147306 
917200 -147022 
917300 -146522 
917400 -146686 
917500 -146294 
917600 -145792 
917700 -145288 
917800 -145196 
917900 -144872 
918000 -146322 
918100 -146536 
918200 -146074 
918300 -145998 
918400 -146734 
918500 -146598 
918600 -148514 
918700 -148072 
918800 -148004 
918900 -148404 
919000 -147964 
919100 -149246 
919200 -149156 
919300 -149080 
919400 -149678 
919500 -149932 
919600 -149904 
919700 -150064 
919800 -150774 
919900 -151064 
920000 -151150 
920100 -151650 
920200 -151358 
920300 -150962 
920400 -151196 
920500 -152238 
920600 -151442 
920700 -151772 
920800 -151440 
920900 -151162 
921000 -150902 
921100 -150156 
921200 -150750 
921300 -150908 
921400 -151448 
921500 -151838 
921600 -151146 
921700 -151018 
921800 -151134 
921900 -151650 
922000 -152204 
922100 -151932 
922200 -151080 
922300 -150826 
922400 -150876 
922500 -151174 
922600 -151314 
922700 -151486 
922800 -152006 
922900 -152628 
923000 -153116 
923100 -152972 
923200 -152944 
923300 -152402 
923400 -152496 
923500 -152338 
923600 -152680 
923700 -152412 
923800 -152692 
923900 -153196 
924000 -152408 
924100 -152528 
924200 -153008 
924300 -152816 
924400 -153230 
924500 -151678 
924600 -152158 
924700 -152280 
924800 -151804 
924900 -151324 
925000 -151270 
925100 -150878 
925200 -151026 
925300 -151294 
925400 -151350 
925500 -151652 
925600 -152028 
925700 -153298 
925800 -153124 
925900 -153212 
926000 -154682 
926100 -155062 
926200 -155392 
926300 -155576 
926400 -156050 
926500 -156528 
926600 -156258 
926700 -156774 
926800 -157794 
926900 -157288 
927000 -157108 
927100 -157332 
927200 -157090 
927300 -157516 
927400 -158008 
927500 -158348 
927600 -157816 
927700 -157630 
927800 -158458 
927900 -158026 
928000 -158282 
928100 -158508 
928200 -157772 
928300 -157056 
928400 -155874 
928500 -156452 
928600 -157614 
928700 -158002 
928800 -158412 
928900 -158260 
929000 -158500 
929100 -158552 
929200 -158678 
929300 -158306 
929400 -156902 
929500 -156536 
929600 -156992 
929700 -157552 
929800 -156808 
929900 -156108 
930000 -155890 
930100 -156062 
930200 -156994 
930300 -158024 
930400 -158180 
930500 -158140 
930600 -158034 
930700 -158420 
930800 -158148 
930900 -157178 
931000 -157368 
931100 -157080 
931200 -157350 
931300 -157812 
931400 -156766 
931500 -156880 
931600 -156140 
931700 -155740 
931800 -156432 
931900 -156356 
932000 -156310 
932100 -155426 
932200 -154788 
932300 -155606 
932400 -155886 
932500 -155334 
932600 -155078 
932700 -154442 
932800 -154866 
932900 -155046 
933000 -154724 
933100 -154352 
933200 -154462 
933300 -156008 
933400 -156880 
933500 -156156 
933600 -155800 
933700 -155208 
933800 -156138 
933900 -155696 
934000 -155408 
934100 -156116 
934200 -155748 
934300 -156676 
934400 -157972 
934500 -157470 
934600 -156690 
934700 -157734 
934800 -158766 
934900 -158654 
935000 -158416 
935100 -158202 
935200 -158432 
935300 -159240 
935400 -159632 
935500 -159264 
935600 -159084 
935700 -157716 
935800 -156876 
935900 -157048 
936000 -156268 
936100 -155962 
936200 -155634 
936300 -154474 
936400 -155088 
936500 -154628 
936600 -154794 
936700 -154570 
936800 -153976 
936900 -154048 
937000 -154160 
937100 -154384 
937200 -155178 
937300 -155716 
937400 -155738 
937500 -156114 
937600 -156544 
937700 -156560 
937800 -157466 
937900 -157468 
938000 -156616 
938100 -156028 
938200 -155206 
938300 -155492 
938400 -155902 
938500 -155940 
938600 -155222 
938700 -155902 
938800 -155692 
938900 -155852 
939000 -155448 
939100 -154952 
939200 -155038 
939300 -154810 
939400 -154924 
939500 -155214 
939600 -155078 
939700 -154098 
939800 -153546 
939900 -154156 
940000 -153952 
940100 -154328 
940200 -154166 
940300 -153270 
940400 -153232 
940500 -153482 
940600 -153528 
940700 -153408 
940800 -153486 
940900 -154294 
941000 -153080 
941100 -152126 
941200 -151266 
941300 -151034 
941400 -151286 
941500 -152056 
941600 -152248 
941700 -152472 
941800 -153052 
941900 -152216 
942000 -152430 
942100 -152362 
942200 -152122 
942300 -151856 
942400 -151056 
942500 -150942 
942600 -151826 
942700 -150360 
942800 -151326 
942900 -151784 
943000 -151660 
943100 -151384 
943200 -151050 
943300 -150466 
943400 -150226 
943500 -150184 
943600 -149644 
943700 -149528 
943800 -149462 
943900 -149296 
944000 -149154 
944100 -148792 
944200 -148676 
944300 -149444 
944400 -149602 
944500 -149688 
944600 -149396 
944700 -148872 
944800 -148778 
944900 -149460 
945000 -149056 
945100 -149138 
945200 -148888 
945300 -149804 
945400 -149286 
945500 -149318 
945600 -148794 
945700 -148630 
945800 -149114 
945900 -149752 
946000 -150190 
946100 -149646 
946200 -150426 
946300 -150678 
946400 -151250 
946500 -150856 
946600 -150900 
946700 -151064 
946800 -149618 
946900 -149690 
947000 -149878 
947100 -149178 
947200 -149844 
947300 -149704 
947400 -149676 
947500 -148970 
947600 -147906 
947700 -147948 
947800 -147602 
947900 -147514 
948000 -148042 
948100 -148078 
948200 -147370 
948300 -147188 
948400 -147334 
948500 -146960 
948600 -146926 
948700 -147884 
948800 -148156 
948900 -148838 
949000 -148632 
949100 -148884 
949200 -148352 
949300 -148056 
949400 -148346 
949500 -148130 
949600 -148930 
949700 -149600 
949800 -149652 
949900 -150984 
950000 -151218 
950100 -150976 
950200 -151398 
950300 -152158 
950400 -151900 
950500 -151456 
950600 -151486 
950700 -151746 
950800 -152094 
950900 -151348 
951000 -151704 
951100 -151434 
951200 -151120 
951300 -151074 
951400 -150476 
951500 -150644 
951600 -149750 
951700 -150048 
951800 -149286 
951900 -149730 
952000 -150314 
952100 -150326 
952200 -150354 
952300 -149340 
952400 -149252 
952500 -149282 
952600 -149510 
952700 -149186 
952800 -149152 
952900 -149288 
953000 -148366 
953100 -147934 
953200 -148462 
953300 -148628 
953400 -148582 
953500 -148178 
953600 -148396 
953700 -148036 
953800 -147966 
953900 -148342 
954000 -148414 
954100 -147570 
954200 -146726 
954300 -147578 
954400 -147384 
954500 -147130 
954600 -147548 
954700 -146840 
954800 -146492 
954900 -146220 
955000 -146038 
955100 -146334 
955200 -146016 
955300 -146378 
955400 -145964 
955500 -146380 
955600 -146120 
955700 -147276 
955800 -147154 
955900 -146856 
956000 -146592 
956100 -146012 
956200 -146590 
956300 -146926 
956400 -146724 
956500 -147422 
956600 -147056 
956700 -146488 
956800 -145740 
956900 -146504 
957000 -146294 
957100 -146548 
957200 -145880 
957300 -146270 
957400 -146578 
957500 -146986 
957600 -147690 
957700 -148382 
957800 -148590 
957900 -149338 
958000 -149264 
958100 -148652 
958200 -149060 
958300 -149088 
958400 -148010 
958500 -147332 
958600 -147106 
958700 -147058 
958800 -146700 
958900 -146438 
959000 -147084 
959100 -147246 
959200 -147070 
959300 -147686 
959400 -147818 
959500 -147166 
959600 -148520 
959700 -149104 
959800 -149436 
959900 -149216 
960000 -149356 
960100 -150444 
960200 -150580 
960300 -149490 
960400 -149390 
960500 -149610 
960600 -150148 
960700 -150634 
960800 -150716 
960900 -151210 
961000 -151612 
961100 -152026 
961200 -152224 
961300 -152280 
961400 -151598 
961500 -151852 
961600 -152070 
961700 -152318 
961800 -152082 
961900 -152618 
962000 -152316 
962100 -152624 
962200 -152100 
962300 -152970 
962400 -153908 
962500 -154514 
962600 -155332 
962700 -156076 
962800 -156638 
962900 -156648 
963000 -156102 
963100 -156196 
963200 -156118 
963300 -154776 
963400 -154644 
963500 -154474 
963600 -154436 
963700 -153884 
963800 -153486 
963900 -153280 
964000 -153012 
964100 -152438 
964200 -153046 
964300 -154260 
964400 -154208 
964500 -153524 
964600 -154972 
964700 -154662 
964800 -154778 
964900 -156288 
965000 -155926 
965100 -156010 
965200 -155828 
965300 -155952 
965400 -156862 
965500 -157286 
965600 -157916 
965700 -158044 
965800 -157548 
965900 -157216 
966000 -158116 
966100 -158490 
966200 -157718 
966300 -156678 
966400 -156432 
966500 -156748 
966600 -156822 
966700 -157128 
966800 -157660 
966900 -158528 
967000 -158970 
967100 -158424 
967200 -158272 
967300 -159166 
967400 -159348 
967500 -159160 
967600 -158650 
967700 -158852 
967800 -159356 
967900 -158806 
968000 -158822 
968100 -158636 
968200 -158750 
968300 -159302 
968400 -159462 
968500 -159298 
968600 -159124 
968700 -159192 
968800 -159630 
968900 -159346 
969000 -160310 
969100 -159970 
969200 -160102 
969300 -160150 
969400 -159876 
969500 -159994 
969600 -159176 
969700 -158958 
969800 -159680 
969900 -160348 
970000 -160650 
970100 -160372 
970200 -161066 
970300 -160620 
970400 -159448 
970500 -159144 
970600 -158778 
970700 -158294 
970800 -158556 
970900 -158382 
971000 -158872 
971100 -158016 
971200 -157372 
971300 -157536 
971400 -157780 
971500 -157406 
971600 -157460 
971700 -158162 
971800 -158314 
971900 -158452 
972000 -158606 
972100 -158996 
972200 -159410 
972300 -159596 
972400 -159048 
972500 -158648 
972600 -158344 
972700 -158100 
972800 -157828 
972900 -158044 
973000 -158218 
973100 -157150 
973200 -157116 
973300 -157774 
973400 -157766 
973500 -157528 
973600 -157300 
973700 -157504 
973800 -157422 
973900 -157046 
974000 -157330 
974100 -156726 
974200 -157194 
974300 -156768 
974400 -157232 
974500 -156196 
974600 -156018 
974700 -155310 
974800 -155174 
974900 -154958 
975000 -154356 
975100 -154240 
975200 -153390 
975300 -153316 
975400 -154852 
975500 -154870 
975600 -154086 
975700 -153970 
975800 -154180 
975900 -154854 
976000 -155056 
976100 -154846 
976200 -155742 
976300 -156668 
976400 -156118 
976500 -155660 
976600 -156394 
976700 -155526 
976800 -155412 
976900 -155070 
977000 -154032 
977100 -154504 
977200 -154202 
977300 -154008 
977400 -153584 
977500 -153122 
977600 -153722 
977700 -155108 
977800 -156560 
977900 -156314 
978000 -155768 
978100 -155256 
978200 -156110 
978300 -156356 
978400 -155856 
978500 -155608 
978600 -156138 
978700 -157198 
978800 -158026 
978900 -157366 
979000 -156994 
979100 -156842 
979200 -156266 
979300 -156806 
979400 -156300 
979500 -157738 
979600 -158404 
979700 -158454 
979800 -158260 
979900 -157500 
980000 -157044 
980100 -156892 
980200 -156832 
980300 -157304 
980400 -157072 
980500 -156720 
980600 -156236 
980700 -156968 
980800 -156794 
980900 -156856 
981000 -156720 
981100 -156884 
981200 -155864 
981300 -156154 
981400 -155580 
981500 -155872 
981600 -155998 
981700 -155780 
981800 -155540 
981900 -154678 
982000 -154502 
982100 -154154 
982200 -153616 
982300 -153542 
982400 -154006 
982500 -153872 
982600 -153514 
982700 -154066 
982800 -153120 
982900 -153420 
983000 -154138 
983100 -155374 
983200 -155716 
983300 -156132 
983400 -155512 
983500 -155558 
983600 -156488 
983700 -156550 
983800 -156516 
983900 -155758 
984000 -156578 
984100 -156542 
984200 -156626 
984300 -156786 
984400 -156652 
984500 -156994 
984600 -156374 
984700 -155770 
984800 -155560 
984900 -155450 
985000 -154668 
985100 -154086 
985200 -154618 
985300 -154164 
985400 -155222 
985500 -154536 
985600 -153906 
985700 -154412 
985800 -154184 
985900 -154316 
986000 -154294 
986100 -154376 
986200 -155254 
986300 -154554 
986400 -154918 
986500 -154950 
986600 -155532 
986700 -156462 
986800 -156388 
986900 -156870 
987000 -156874 
987100 -156246 
987200 -156832 
987300 -156610 
987400 -156352 
987500 -156170 
987600 -156318 
987700 -156346 
987800 -156140 
987900 -157036 
988000 -155990 
988100 -156428 
988200 -156108 
988300 -155938 
988400 -156144 
988500 -156322 
988600 -156138 
988700 -155658 
988800 -155260 
988900 -154660 
989000 -155154 
989100 -154920 
989200 -154830 
989300 -154120 
989400 -153942 
989500 -154052 
989600 -154186 
989700 -154432 
989800 -154132 
989900 -154062 
990000 -153380 
990100 -152658 
990200 -152018 
990300 -151988 
990400 -151526 
990500 -150562 
990600 -149856 
990700 -149754 
990800 -149522 
990900 -148812 
991000 -149812 
991100 -149710 
991200 -148980 
991300 -148190 
991400 -147686 
991500 -147226 
991600 -147404 
991700 -148762 
991800 -148980 
991900 -148412 
992000 -148122 
992100 -148442 
992200 -148786 
992300 -148638 
992400 -148244 
992500 -148394 
992600 -148770 
992700 -148854 
992800 -149538 
992900 -149612 
993000 -149950 
993100 -149660 
993200 -148974 
993300 -148674 
993400 -147888 
993500 -147730 
993600 -148798 
993700 -149012 
993800 -148604 
993900 -147996 
994000 -148320 
994100 -147564 
994200 -147078 
994300 -148374 
994400 -148656 
994500 -149116 
994600 -148338 
994700 -149364 
994800 -149330 
994900 -150580 
995000 -149842 
995100 -149328 
995200 -148274 
995300 -148160 
995400 -148448 
995500 -148802 
995600 -148988 
995700 -149266 
995800 -149688 
995900 -149256 
996000 -149442 
996100 -149004 
996200 -149440 
996300 -150332 
996400 -149848 
996500 -150102 
996600 -149990 
996700 -151234 
996800 -150492 
996900 -150002 
997000 -150658 
997100 -151294 
997200 -151426 
997300 -151348 
997400 -152382 
997500 -151676 
997600 -151858 
997700 -151994 
997800 -152822 
997900 -153018 
998000 -152578 
998100 -152832 
998200 -152934 
998300 -153926 
998400 -153230 
998500 -153078 
998600 -152298 
998700 -152156 
998800 -151406 
998900 -151224 
999000 -152146 
999100 -151876 
999200 -151860 
999300 -152020 
999400 -152188 
999500 -152262 
999600 -152866 
999700 -152952 
999800 -152666 
999900 -152598 
1000000 -152696 
1000100 -152632 
1000200 -153112 
1000300 -152048 
1000400 -151990 
1000500 -150924 
1000600 -150706 
1000700 -150990 
1000800 -150858 
1000900 -150792 
1001000 -150558 
1001100 -150400 
1001200 -150708 
1001300 -149718 
1001400 -150128 
1001500 -150610 
1001600 -151516 
1001700 -151142 
1001800 -150398 
1001900 -149884 
1002000 -150134 
1002100 -151044 
1002200 -151546 
1002300 -151942 
1002400 -151480 
1002500 -152182 
1002600 -152520 
1002700 -153336 
1002800 -152814 
1002900 -152400 
1003000 -151376 
1003100 -151830 
1003200 -152644 
1003300 -152796 
1003400 -152496 
1003500 -150980 
1003600 -151968 
1003700 -152302 
1003800 -151726 
1003900 -151734 
1004000 -151922 
1004100 -152704 
1004200 -152726 
1004300 -152718 
1004400 -151960 
1004500 -151676 
1004600 -151590 
1004700 -151444 
1004800 -151912 
1004900 -152656 
1005000 -152860 
1005100 -153470 
1005200 -153144 
1005300 -153092 
1005400 -153358 
1005500 -152844 
1005600 -153332 
1005700 -153926 
1005800 -153972 
1005900 -154368 
1006000 -155058 
1006100 -155582 
1006200 -156042 
1006300 -156268 
1006400 -155910 
1006500 -155700 
1006600 -156212 
1006700 -155852 
1006800 -155352 
1006900 -155876 
1007000 -155402 
1007100 -154764 
1007200 -154192 
1007300 -153696 
1007400 -154156 
1007500 -154274 
1007600 -153984 
1007700 -153590 
1007800 -153802 
1007900 -154222 
1008000 -153482 
1008100 -153576 
1008200 -153954 
1008300 -154226 
1008400 -154338 
1008500 -154052 
1008600 -155076 
1008700 -154772 
1008800 -154218 
1008900 -153434 
1009000 -153672 
1009100 -153014 
1009200 -152784 
1009300 -152300 
1009400 -152810 
1009500 -152094 
1009600 -152488 
1009700 -152810 
1009800 -152924 
1009900 -152414 
1010000 -151574 
1010100 -151312 
1010200 -150088 
1010300 -150518 
1010400 -150206 
1010500 -149292 
1010600 -149256 
1010700 -149242 
1010800 -149774 
1010900 -148762 
1011000 -148790 
1011100 -149184 
1011200 -149776 
1011300 -149390 
1011400 -148812 
1011500 -148812 
1011600 -148798 
1011700 -148518 
1011800 -148960 
1011900 -149498 
1012000 -147966 
1012100 -147258 
1012200 -147474 
1012300 -148654 
1012400 -149226 
1012500 -150054 
1012600 -150090 
1012700 -149870 
1012800 -150074 
1012900 -150810 
1013000 -150982 
1013100 -151020 
1013200 -151522 
1013300 -151660 
1013400 -150920 
1013500 -150860 
1013600 -150952 
1013700 -150758 
1013800 -150848 
1013900 -150322 
1014000 -151146 
1014100 -151464 
1014200 -151722 
1014300 -151722 
1014400 -151760 
1014500 -151906 
