t  par1  
640600 -814 
640700 -744 
640800 616 
640900 1228 
641000 576 
641100 156 
641200 -1718 
641300 -1642 
641400 94 
641500 1336 
641600 2532 
641700 3508 
641800 2596 
641900 1174 
642000 -666 
642100 -2420 
642200 -2428 
642300 -1852 
642400 -232 
642500 1130 
642600 2252 
642700 1850 
642800 1382 
642900 812 
643000 -1308 
643100 -2358 
643200 -1764 
643300 -1134 
643400 -1048 
643500 -942 
643600 -78 
643700 918 
643800 1686 
643900 788 
644000 942 
644100 -288 
644200 -1682 
644300 -1776 
644400 -1046 
644500 -478 
644600 216 
644700 472 
644800 1212 
644900 -82 
645000 -598 
645100 -1236 
645200 -362 
645300 -74 
645400 -304 
645500 868 
645600 734 
645700 -600 
645800 -1898 
645900 -894 
646000 802 
646100 632 
646200 -378 
646300 -162 
646400 -822 
646500 -392 
646600 1034 
646700 1648 
646800 716 
646900 -24 
647000 -1020 
647100 -1348 
647200 -540 
647300 -348 
647400 12 
647500 830 
647600 776 
647700 -770 
647800 -1512 
647900 -534 
648000 318 
648100 870 
648200 1402 
648300 -604 
648400 -2826 
648500 -2102 
648600 -362 
648700 950 
648800 1990 
648900 1534 
649000 784 
649100 108 
649200 -240 
649300 -1448 
649400 -676 
649500 -396 
649600 510 
649700 2 
649800 520 
649900 104 
650000 -558 
650100 -504 
650200 -244 
650300 500 
650400 32 
650500 -1508 
650600 -1286 
650700 -1728 
650800 -1728 
650900 780 
651000 2304 
651100 2096 
651200 1258 
651300 1458 
651400 306 
651500 -1208 
651600 -2156 
651700 -1672 
651800 72 
651900 1098 
652000 3340 
652100 3142 
652200 1538 
652300 -436 
652400 -1592 
652500 -2218 
652600 -1882 
652700 -2328 
652800 -1408 
652900 -572 
653000 236 
653100 1812 
653200 2258 
653300 966 
653400 150 
653500 -1772 
653600 -2306 
653700 -1520 
653800 -852 
653900 -640 
654000 628 
654100 802 
654200 1034 
654300 412 
654400 -1138 
654500 -808 
654600 -1116 
654700 -544 
654800 104 
654900 -96 
655000 1000 
655100 -80 
655200 -652 
655300 -712 
655400 -866 
655500 286 
655600 974 
655700 1592 
655800 -278 
655900 -2224 
656000 -2460 
656100 -2698 
656200 -1160 
656300 -788 
656400 -260 
656500 476 
656600 652 
656700 -62 
656800 -162 
656900 966 
657000 -500 
657100 -806 
657200 -276 
657300 174 
657400 758 
657500 308 
657600 -1330 
657700 -2012 
657800 -520 
657900 1100 
658000 1950 
658100 1108 
658200 1954 
658300 2102 
658400 1022 
658500 216 
658600 -1020 
658700 -1868 
658800 -1494 
658900 480 
659000 1750 
659100 2898 
659200 2540 
659300 2200 
659400 -122 
659500 -1432 
659600 -1988 
659700 -2246 
659800 -1968 
659900 -1444 
660000 -844 
660100 -588 
660200 722 
660300 1094 
660400 1826 
660500 1380 
660600 -316 
660700 -422 
660800 -1460 
660900 -2002 
661000 -1002 
661100 -430 
661200 1440 
661300 1256 
661400 1598 
661500 1634 
661600 450 
661700 -632 
661800 -1184 
661900 -1194 
662000 -1302 
662100 -232 
662200 674 
662300 310 
662400 306 
662500 362 
662600 184 
662700 -378 
662800 776 
662900 286 
663000 -1602 
663100 -518 
663200 958 
663300 2104 
663400 492 
663500 -1460 
663600 -2764 
663700 -2240 
663800 -1562 
663900 -100 
664000 1114 
664100 1292 
664200 630 
664300 1076 
664400 606 
664500 392 
664600 358 
664700 372 
664800 88 
664900 -1566 
665000 180 
665100 1012 
665200 282 
665300 620 
665400 660 
665500 834 
665600 306 
665700 -562 
665800 -1518 
665900 -390 
666000 292 
666100 288 
666200 744 
666300 -410 
666400 -1726 
666500 -1688 
666600 -860 
666700 1182 
666800 1478 
666900 1330 
667000 320 
667100 -1456 
667200 -988 
667300 -1842 
667400 -1790 
667500 -820 
667600 394 
667700 2260 
667800 1392 
667900 334 
668000 -756 
668100 -1766 
668200 -676 
668300 842 
668400 1594 
668500 1710 
668600 1018 
668700 402 
668800 -706 
668900 60 
669000 -120 
669100 344 
669200 -540 
669300 200 
669400 -12 
669500 -390 
669600 -756 
669700 530 
669800 1598 
669900 364 
670000 -706 
670100 -1678 
670200 -556 
670300 -422 
670400 760 
670500 1054 
670600 306 
670700 450 
670800 -264 
670900 -1076 
671000 -616 
671100 -136 
671200 -534 
671300 612 
671400 1732 
671500 358 
671600 -1344 
671700 -2844 
671800 -2856 
671900 -2484 
672000 -2250 
672100 -1150 
672200 -92 
672300 940 
672400 2966 
672500 1788 
672600 496 
672700 -926 
672800 -1456 
672900 -2460 
673000 -948 
673100 -460 
673200 392 
673300 1314 
673400 1620 
673500 1150 
673600 -320 
673700 -2158 
673800 -2628 
673900 -2276 
674000 -318 
674100 1762 
674200 2340 
674300 2368 
674400 1558 
674500 1488 
674600 -42 
674700 -190 
674800 -650 
674900 -1080 
675000 282 
675100 1254 
675200 1124 
675300 316 
675400 -410 
675500 -668 
675600 -1028 
675700 -1112 
675800 224 
675900 1248 
676000 1914 
676100 -196 
676200 -1442 
676300 -1172 
676400 -1474 
676500 -2402 
676600 -778 
676700 -322 
676800 702 
676900 968 
677000 716 
677100 274 
677200 -598 
677300 -504 
677400 -6 
677500 40 
677600 130 
677700 816 
677800 904 
677900 -1542 
678000 -2194 
678100 -1182 
678200 16 
678300 1708 
678400 3224 
678500 2322 
678600 1066 
678700 -896 
678800 -1842 
678900 -1968 
679000 -666 
679100 430 
679200 1954 
679300 1116 
679400 -1148 
679500 -1688 
679600 -1776 
679700 -1650 
679800 -1648 
679900 -710 
680000 -404 
680100 2 
680200 988 
680300 998 
680400 576 
680500 -718 
680600 -2220 
680700 -1654 
680800 294 
680900 1962 
681000 2654 
681100 1888 
681200 2618 
681300 2250 
681400 1294 
681500 1278 
681600 94 
681700 -1332 
681800 -2616 
681900 -2286 
682000 -1598 
682100 -228 
682200 412 
682300 1014 
682400 1626 
682500 1666 
682600 2236 
682700 2282 
682800 332 
682900 -1474 
683000 -2528 
683100 -1792 
683200 -742 
683300 -662 
683400 -528 
683500 -50 
683600 506 
683700 428 
683800 108 
683900 -328 
684000 1478 
684100 966 
684200 -490 
684300 -2390 
684400 -2224 
684500 -764 
684600 728 
684700 1686 
684800 488 
684900 1436 
685000 370 
685100 -416 
685200 -780 
685300 -1316 
685400 -678 
685500 -1030 
685600 -394 
685700 -4 
685800 810 
685900 752 
686000 -116 
686100 -960 
686200 -1446 
686300 -552 
686400 778 
686500 1684 
686600 1312 
686700 1040 
686800 -638 
686900 -1560 
687000 -556 
687100 280 
687200 1282 
687300 578 
687400 158 
687500 -66 
687600 -172 
687700 364 
687800 -496 
687900 -672 
688000 128 
688100 1118 
688200 1096 
688300 -240 
688400 -1014 
688500 -480 
688600 -986 
688700 212 
688800 -96 
688900 -686 
689000 74 
689100 -4 
689200 -166 
689300 640 
689400 -586 
689500 -1506 
689600 146 
689700 2612 
689800 3244 
689900 2436 
690000 884 
690100 -1166 
690200 -2738 
690300 -2356 
690400 -1868 
690500 -774 
690600 -218 
690700 400 
690800 584 
690900 1100 
691000 -1250 
691100 -974 
691200 -226 
691300 306 
691400 1590 
691500 1336 
691600 -496 
691700 -1842 
691800 -2876 
691900 -2812 
692000 -1560 
692100 328 
692200 1536 
692300 2974 
692400 2298 
692500 1314 
692600 -628 
692700 -2062 
692800 -2682 
692900 -2676 
693000 -1556 
693100 218 
693200 1484 
693300 2116 
693400 3168 
693500 2180 
693600 1294 
693700 -582 
693800 -1570 
693900 -3128 
694000 -2668 
694100 -1832 
694200 -760 
694300 606 
694400 832 
694500 1032 
694600 1080 
694700 1134 
694800 290 
694900 -324 
695000 -1748 
695100 -1332 
695200 -840 
695300 602 
695400 1174 
695500 1986 
695600 1650 
695700 1660 
695800 -726 
695900 -808 
696000 -804 
696100 -2158 
696200 -2466 
696300 -2178 
696400 -1316 
696500 194 
696600 1758 
696700 3176 
696800 2072 
696900 766 
697000 792 
697100 -490 
697200 -1720 
697300 -802 
697400 -604 
697500 232 
697600 886 
697700 -706 
697800 -588 
697900 232 
698000 64 
698100 -44 
698200 -8 
698300 -64 
698400 -428 
698500 1428 
698600 -44 
698700 -1298 
698800 -2102 
698900 -982 
699000 -284 
699100 1112 
699200 2420 
699300 1662 
699400 260 
699500 -638 
699600 -2846 
699700 -2580 
699800 -1102 
699900 192 
700000 1216 
700100 1754 
700200 1802 
700300 656 
700400 30 
700500 -1180 
700600 -1848 
700700 -1080 
700800 112 
700900 730 
701000 974 
701100 1052 
701200 1456 
701300 456 
701400 -100 
701500 -426 
701600 -1340 
701700 -210 
701800 1220 
701900 1258 
702000 1644 
702100 680 
702200 -1038 
702300 -1042 
702400 -1202 
702500 -492 
702600 -682 
702700 -156 
702800 544 
702900 -164 
703000 516 
703100 -176 
703200 230 
703300 -308 
703400 -86 
703500 468 
703600 86 
703700 -406 
703800 -526 
703900 -1506 
704000 8 
704100 1676 
704200 2304 
704300 1818 
704400 1752 
704500 854 
704600 -620 
704700 -1316 
704800 -2220 
704900 -1188 
705000 692 
705100 2558 
705200 1898 
705300 992 
705400 -74 
705500 -84 
705600 -492 
705700 -770 
705800 -1576 
705900 368 
706000 1796 
706100 1900 
706200 2200 
706300 2204 
706400 780 
706500 -980 
706600 -1022 
706700 -1486 
706800 -690 
706900 -534 
707000 -898 
707100 662 
707200 474 
707300 -260 
707400 -392 
707500 -636 
707600 -894 
707700 732 
707800 976 
707900 1200 
708000 -1706 
708100 -1934 
708200 -608 
708300 1096 
708400 1618 
708500 1326 
708600 752 
708700 148 
708800 -1742 
708900 -1470 
709000 -720 
709100 612 
709200 950 
709300 970 
709400 664 
709500 -272 
709600 -994 
709700 -1020 
709800 -398 
709900 -266 
710000 606 
710100 238 
710200 -284 
710300 -540 
710400 -40 
710500 538 
710600 1068 
710700 -1684 
710800 -2642 
710900 -1660 
711000 -474 
711100 514 
711200 1564 
711300 2858 
711400 2446 
711500 620 
711600 -1324 
711700 -2668 
711800 -3048 
711900 -2682 
712000 -1790 
712100 -1082 
712200 -782 
712300 -736 
712400 98 
712500 594 
712600 1430 
712700 448 
712800 -694 
712900 -1620 
713000 280 
713100 1174 
713200 1694 
713300 2062 
713400 1092 
713500 1158 
713600 -56 
713700 -1394 
713800 -2510 
713900 -2100 
714000 -972 
714100 -16 
714200 858 
714300 1880 
714400 2480 
714500 1564 
714600 -340 
714700 -2038 
714800 -3064 
714900 -2970 
715000 -2186 
715100 -650 
715200 512 
715300 1712 
715400 1096 
715500 72 
715600 -330 
715700 -598 
715800 -990 
715900 -328 
716000 1136 
716100 1282 
716200 518 
716300 -74 
716400 -1026 
716500 -308 
716600 -472 
716700 32 
716800 472 
716900 808 
717000 -1082 
717100 -2188 
717200 -2140 
717300 -750 
717400 852 
717500 1678 
717600 2710 
717700 1522 
717800 -438 
717900 -2722 
718000 -2554 
718100 -2266 
718200 -2508 
718300 -1604 
718400 -658 
718500 856 
718600 122 
718700 612 
718800 1364 
718900 -978 
719000 -1676 
719100 -760 
719200 -446 
719300 294 
719400 1898 
719500 1194 
719600 -18 
719700 -1124 
719800 -1154 
719900 -916 
720000 1058 
720100 1268 
720200 742 
720300 208 
720400 -408 
720500 -1044 
720600 -356 
720700 732 
720800 1136 
720900 852 
721000 290 
721100 272 
721200 -74 
721300 -328 
721400 94 
721500 278 
721600 174 
721700 -814 
721800 -204 
721900 1636 
722000 1008 
722100 484 
722200 -534 
722300 -1166 
722400 -1168 
722500 300 
722600 888 
722700 1306 
722800 642 
722900 -898 
723000 -1210 
723100 -1168 
723200 -28 
723300 1452 
723400 1696 
723500 2266 
723600 1960 
723700 174 
723800 -172 
723900 -1002 
724000 -1152 
724100 -30 
724200 624 
724300 1240 
724400 1178 
724500 50 
724600 -856 
724700 -1070 
724800 -390 
724900 374 
725000 652 
725100 -16 
725200 450 
725300 -412 
725400 -658 
725500 -204 
725600 520 
725700 700 
725800 1178 
725900 738 
726000 -722 
726100 -2296 
726200 -932 
726300 518 
726400 1544 
726500 1062 
726600 1290 
726700 852 
726800 280 
726900 -888 
727000 -1286 
727100 56 
727200 986 
727300 854 
727400 880 
727500 680 
727600 -816 
727700 -190 
727800 -422 
727900 -304 
728000 0 
728100 -416 
728200 -386 
728300 1158 
728400 356 
728500 552 
728600 -534 
728700 -760 
728800 360 
728900 1094 
729000 898 
729100 -286 
729200 -1132 
729300 -706 
729400 -662 
729500 -1006 
729600 -128 
729700 538 
729800 750 
729900 734 
730000 -788 
730100 -248 
730200 -230 
730300 -560 
730400 826 
730500 146 
730600 -580 
730700 36 
730800 -386 
730900 318 
731000 1116 
731100 -602 
731200 -1150 
731300 -1114 
731400 -1058 
731500 -212 
731600 270 
731700 182 
731800 540 
731900 870 
732000 -1296 
732100 -1826 
732200 -992 
732300 494 
732400 892 
732500 1528 
732600 1654 
732700 1598 
732800 400 
732900 -578 
733000 -1140 
733100 -476 
733200 774 
733300 2084 
733400 2310 
733500 810 
733600 -392 
733700 -1804 
733800 -2034 
733900 -844 
734000 156 
734100 1116 
734200 2600 
734300 2352 
734400 672 
734500 -864 
734600 -1738 
734700 -3156 
734800 -2082 
734900 -454 
735000 958 
735100 1632 
735200 2082 
735300 1858 
735400 1168 
735500 528 
735600 110 
735700 70 
735800 -614 
735900 -376 
736000 1700 
736100 1320 
736200 -2302 
736300 -2724 
736400 -3638 
736500 -2040 
736600 -682 
736700 -36 
736800 1038 
736900 1140 
737000 194 
737100 930 
737200 892 
737300 638 
737400 752 
737500 -858 
737600 -2088 
737700 236 
737800 1780 
737900 2720 
738000 3000 
738100 2736 
738200 1954 
738300 124 
738400 -188 
738500 -678 
738600 -670 
738700 -336 
738800 208 
738900 1128 
739000 514 
739100 -832 
739200 -1928 
739300 -602 
739400 684 
739500 2108 
739600 2046 
739700 1968 
739800 1120 
739900 1048 
740000 604 
740100 46 
740200 -492 
740300 -1070 
740400 -330 
740500 264 
740600 736 
740700 332 
740800 -164 
740900 -680 
741000 322 
741100 300 
741200 -430 
741300 -664 
741400 1006 
741500 912 
741600 -336 
741700 272 
741800 -744 
741900 -422 
742000 710 
742100 1106 
742200 968 
742300 1688 
742400 686 
742500 -412 
742600 -1038 
742700 -1948 
742800 -402 
742900 2036 
743000 2894 
743100 2984 
743200 2674 
743300 2218 
743400 1004 
743500 318 
743600 -1086 
743700 -2116 
743800 -646 
743900 -298 
744000 912 
744100 958 
744200 302 
744300 514 
744400 -254 
744500 -574 
744600 664 
744700 1274 
744800 550 
744900 1046 
745000 -274 
745100 -706 
745200 -990 
745300 -798 
745400 -944 
745500 132 
745600 222 
745700 498 
745800 752 
745900 494 
746000 362 
746100 -552 
746200 -714 
746300 -870 
746400 -342 
746500 846 
746600 728 
746700 -2126 
746800 -2672 
746900 -2644 
747000 -1364 
747100 30 
747200 676 
747300 1066 
747400 360 
747500 -1038 
747600 -354 
747700 950 
747800 1790 
747900 1610 
748000 358 
748100 -348 
748200 -1736 
748300 -1322 
748400 -80 
748500 1646 
748600 1640 
748700 826 
748800 808 
748900 -584 
749000 -1450 
749100 -536 
749200 610 
749300 1768 
749400 1848 
749500 1196 
749600 -96 
749700 -658 
749800 -1160 
749900 -922 
750000 -1408 
750100 190 
750200 1580 
750300 1480 
750400 1364 
750500 150 
750600 38 
750700 -760 
750800 -804 
750900 568 
751000 1000 
751100 382 
751200 -1000 
751300 -1124 
751400 -744 
751500 764 
751600 1826 
751700 546 
751800 -328 
751900 -346 
752000 -700 
752100 -504 
752200 150 
752300 -12 
752400 1356 
752500 52 
752600 -996 
752700 -1536 
752800 -1000 
752900 -72 
753000 -90 
753100 836 
753200 496 
753300 176 
753400 -168 
753500 224 
753600 580 
753700 -272 
753800 -1276 
753900 -340 
754000 -54 
754100 386 
754200 -6 
754300 -2252 
754400 -740 
754500 568 
754600 1940 
754700 1834 
754800 768 
754900 -114 
755000 -1142 
755100 -656 
755200 -412 
755300 -776 
755400 660 
755500 1248 
755600 190 
755700 -98 
755800 -1198 
755900 -852 
756000 148 
756100 416 
756200 1020 
756300 404 
756400 -420 
756500 -568 
756600 -1498 
756700 -1330 
756800 -306 
756900 -1084 
757000 -22 
757100 1654 
757200 1894 
757300 2230 
757400 850 
757500 260 
757600 -1088 
757700 -1080 
757800 -440 
757900 -554 
758000 524 
758100 622 
758200 30 
758300 62 
758400 -682 
758500 166 
758600 1640 
758700 994 
758800 -418 
758900 -1746 
759000 -1880 
759100 -1088 
759200 -518 
759300 -748 
759400 -22 
759500 576 
759600 1346 
759700 1640 
759800 220 
759900 -288 
760000 -998 
760100 -1860 
760200 -712 
760300 -100 
760400 778 
760500 1938 
760600 684 
760700 -862 
760800 -894 
760900 -1328 
761000 -904 
761100 -1260 
761200 -574 
761300 -32 
761400 1172 
761500 780 
761600 -398 
761700 -1290 
761800 -414 
761900 -96 
762000 358 
762100 684 
762200 246 
762300 -1638 
762400 -2158 
762500 -92 
762600 1188 
762700 1820 
762800 1674 
762900 1134 
763000 676 
763100 -124 
763200 -988 
763300 -554 
763400 -226 
763500 674 
763600 638 
763700 -596 
763800 -1268 
763900 -300 
764000 1804 
764100 2382 
764200 1360 
764300 -478 
764400 -1150 
764500 -2016 
764600 -1420 
764700 -1260 
764800 -1222 
764900 -220 
765000 1584 
765100 2668 
765200 2274 
765300 1020 
765400 -20 
765500 -746 
765600 -1624 
765700 -1666 
765800 -32 
765900 428 
766000 760 
766100 660 
766200 954 
766300 30 
766400 -388 
766500 -830 
766600 -666 
766700 834 
766800 3570 
766900 730 
767000 -3190 
767100 -5890 
767200 -5626 
767300 -4780 
767400 -3844 
767500 -2824 
767600 -2692 
767700 -2010 
767800 -1264 
767900 -676 
768000 42 
768100 1084 
768200 1728 
768300 900 
768400 -176 
768500 -1212 
768600 -1862 
768700 -1640 
768800 -2242 
768900 -1450 
769000 -438 
769100 470 
769200 1952 
769300 2238 
769400 1100 
769500 -12 
769600 -1108 
769700 -944 
769800 -1180 
769900 -684 
770000 314 
770100 840 
770200 -80 
770300 434 
770400 360 
770500 224 
770600 -558 
770700 -606 
770800 778 
770900 866 
771000 -146 
771100 -404 
771200 -732 
771300 -348 
771400 -238 
771500 -2 
771600 536 
771700 176 
771800 306 
771900 -612 
772000 -480 
772100 670 
772200 782 
772300 878 
772400 -22 
772500 -154 
772600 -538 
772700 -18 
772800 -694 
772900 156 
773000 970 
773100 662 
773200 -166 
773300 2 
773400 -1248 
773500 -836 
773600 1404 
773700 1326 
773800 1572 
773900 584 
774000 766 
774100 688 
774200 312 
774300 -38 
774400 -782 
774500 -1746 
774600 -1242 
774700 -602 
774800 1592 
774900 2820 
775000 1624 
775100 858 
775200 -270 
775300 -1838 
775400 -1670 
775500 -570 
775600 496 
775700 998 
775800 1000 
775900 -266 
776000 222 
776100 -716 
776200 274 
776300 486 
776400 682 
776500 150 
776600 -874 
776700 -1856 
776800 278 
776900 1850 
777000 1974 
777100 1700 
777200 1494 
777300 1086 
777400 4 
777500 -1452 
777600 -1326 
777700 -1360 
777800 -914 
777900 210 
778000 950 
778100 -378 
778200 -116 
778300 712 
778400 76 
778500 -248 
778600 -56 
778700 -292 
778800 -292 
778900 282 
779000 418 
779100 -436 
779200 -594 
779300 1396 
779400 2114 
779500 320 
779600 -1520 
779700 -3080 
779800 -3534 
779900 -1796 
780000 980 
780100 2606 
780200 3326 
780300 3028 
780400 2300 
780500 1672 
780600 962 
780700 1392 
780800 1214 
780900 728 
781000 -888 
781100 -1254 
781200 -1024 
781300 -1572 
781400 -1370 
781500 -504 
781600 148 
781700 1146 
781800 810 
781900 478 
782000 542 
782100 182 
782200 -812 
782300 -1402 
782400 -806 
782500 1422 
782600 2028 
782700 1684 
782800 1066 
782900 780 
783000 -338 
783100 -870 
783200 -1440 
783300 -316 
783400 522 
783500 1072 
783600 666 
783700 -620 
783800 -660 
783900 -738 
784000 -352 
784100 892 
784200 2048 
784300 -684 
784400 -2846 
784500 -3164 
784600 -3532 
784700 -2042 
784800 -696 
784900 -44 
785000 1016 
785100 2142 
785200 2242 
785300 1112 
785400 -480 
785500 -2154 
785600 -2098 
785700 -1192 
785800 -524 
785900 -670 
786000 74 
786100 368 
786200 50 
786300 -1488 
786400 -2350 
786500 -874 
786600 1026 
786700 2350 
786800 2070 
786900 1366 
787000 -50 
787100 -1256 
787200 -1758 
787300 -1114 
787400 -1068 
787500 -504 
787600 -468 
787700 450 
787800 696 
787900 470 
788000 -348 
788100 -1176 
788200 -1286 
788300 -102 
788400 1174 
